hm,vol,volume,mean_r,n,vol_bp
257,0.0002106049415046399,87.25940996948118,-1.7623101306943686e-05,983,2.106049415046399
258,0.00020798638989992833,94.64496439471007,4.374103544304015e-06,983,2.0798638989992835
259,0.0002349134763161817,113.48626653102747,-3.4205851863703056e-06,983,2.349134763161817
300,0.000473018519469663,336.5676500508647,-8.110240090491818e-06,983,4.73018519469663
301,0.0004055584543099132,248.46693794506612,-2.802767170776422e-05,983,4.0555845430991315
302,0.00036588152505790815,221.58697863682605,1.855326135736854e-05,983,3.6588152505790816
303,0.0003457914469002418,201.26754832146491,-5.828921186307998e-06,983,3.4579144690024184
304,0.00032683914242913255,186.65717192268565,-6.1775296401696316e-06,983,3.2683914242913255
305,0.00037186027055182184,228.44964394710072,-6.273840739949976e-06,983,3.7186027055182183
306,0.00037550504448957597,219.87385554425228,-1.7176545222517416e-05,983,3.7550504448957596
307,0.0003321210734641538,194.70803662258393,8.098720122094952e-06,983,3.321210734641538
308,0.0003131657660054261,175.54221770091556,1.6805548349875997e-05,983,3.131657660054261
309,0.00030445167484595913,174.44048830111902,-5.632167560183503e-07,983,3.0445167484595914
310,0.00035300172272525446,203.08341810783315,-2.3371421311783885e-05,983,3.5300172272525447
311,0.00034429486268113056,185.13835198372328,-1.0796816122815464e-05,983,3.4429486268113054
312,0.00033182416373843073,181.15055951169887,3.3638553242918768e-06,983,3.318241637384307
313,0.00030735489687921486,171.73041709053916,1.0935335154730615e-06,983,3.0735489687921485
314,0.0002993651110176029,171.7029501525941,1.5475323959114776e-06,983,2.993651110176029
315,0.0003762445102949174,214.7589013224822,6.202780024452933e-06,983,3.762445102949174
316,0.00035974739088925054,190.24008138351985,8.678452101105573e-06,983,3.5974739088925056
317,0.0003202113799847691,172.2706002034588,1.1868331524750168e-05,983,3.202113799847691
318,0.0003223519842203091,169.75076297049847,9.211953554442465e-06,983,3.2235198422030913
319,0.0003137424229708908,166.4791454730417,-1.7940506098444434e-05,983,3.1374242297089077
