d,gap,atr,g_atr,t_fill,t_onh,t_onl,t_pdh,t_pdl,open_in_on,open_in_pd,r_first30,r_1000_1530,r_last30,r_1530,r_rest,year
320,-76.25,327.7857142857143,-0.23262148616256265,951.0,,931.0,,930.0,True,False,0.007644462256945865,-0.02181628400969392,-0.007711859630701214,-0.02023262701547833,-0.029528143640395035,2022
321,-229.25,336.48214285714283,-0.6813140158148915,,,933.0,,930.0,True,False,-0.006937311032016105,-0.0010667337001257703,-0.00916627533835766,-0.026862633714479913,-0.010233009038483452,2022
322,-370.75,315.42857142857144,-1.175384963768116,,,975.0,,930.0,True,False,0.0016121305395614552,-0.016084608109783603,-0.0006195787063133552,-0.046294758700250446,-0.016704186816096957,2022
323,90.5,319.0357142857143,0.28366730101869475,943.0,,940.0,,990.0,True,True,-0.0008347796007713947,-0.00891838140750237,0.003895016653614158,-0.0017723430577635238,-0.005023364753888101,2022
325,-302.75,322.05357142857144,-0.940060992514555,,,939.0,,930.0,True,False,-0.005509899648137545,-0.009228777047973025,0.00024631369292769467,-0.04111129493029396,-0.008982463355045262,2022
326,24.5,310.42857142857144,0.07892314772204326,993.0,941.0,993.0,1148.0,,True,True,0.010953596081196622,0.003198943768168252,-0.005101094213409759,0.016344297039243054,-0.0019021504452415342,2022
328,188.75,310.125,0.6086255542120113,,935.0,,930.0,,True,False,0.012808483199231332,-0.0015490536660370533,-0.0027598120147330806,0.027836274930867072,-0.004308865680770169,2022
329,-108.75,303.98214285714283,-0.35775127768313464,954.0,954.0,,983.0,930.0,True,False,0.010536911294877174,0.000797663105104322,-0.0036918335918101975,0.0018981886631338043,-0.002894170486705675,2022
330,102.5,299.0,0.342809364548495,952.0,1000.0,,1307.0,,True,True,-0.001244261541230139,0.004006132375683691,0.0034363194798117465,0.011590904456721769,0.007442451855495652,2022
331,116.25,282.35714285714283,0.4117126233240577,,932.0,,930.0,,True,False,0.008863928312170682,0.008288433296929413,0.007705933245261256,0.02701134256922425,0.015994366542190577,2022
332,41.5,288.1607142857143,0.1440168556732974,932.0,,934.0,930.0,,True,False,-0.01026643799129835,-0.001576077139257238,-8.302027775056765e-05,-0.008432066823499383,-0.0016590974170077304,2022
333,19.25,283.9107142857143,0.06780300647839486,966.0,933.0,992.0,,990.0,True,True,0.0032895106780036366,-0.0332002481836737,-0.0029509269783307966,-0.028313806591298642,-0.03615117516200449,2022
334,-4.75,296.69642857142856,-0.016009629852542884,930.0,962.0,932.0,,930.0,True,True,0.0016268867978768572,0.0026273925975436236,-0.0026060038245098458,0.0038473094948660463,2.1388773033848135e-05,2022
335,-133.5,295.32142857142856,-0.45204982464626925,,,939.0,,930.0,True,False,-0.013680342313536218,0.013528881254966554,-0.0013208468330767296,-0.011638669784180966,0.012208034421889877,2022
336,-57.75,290.375,-0.19888075764098148,946.0,947.0,,,,True,True,0.00690106905501258,0.0014479444963142116,0.003104922930840819,0.0033312453744183458,0.0045528674271551346,2022
338,-158.75,287.64285714285717,-0.5518996771790414,1103.0,1235.0,930.0,1103.0,932.0,True,True,-0.0004584702456710324,0.029520215868169067,0.0018428499480336803,0.015296828779826846,0.03136306581620259,2022
339,12.5,295.125,0.042354934349851756,930.0,932.0,,930.0,,True,False,0.0022172723974532,0.008715704488409933,-0.00587213062470114,0.011990551331911103,0.0028435738637087285,2022
340,33.25,295.30357142857144,0.11259599685553606,,934.0,,934.0,,True,True,0.00966453277255024,0.008892807911839669,-0.0005148641387303639,0.02135090260993393,0.008377943773109383,2022
341,-119.0,282.9642857142857,-0.420547772308469,996.0,991.0,,1029.0,,True,True,-0.0008949663944329731,0.012457223543527716,-0.00010282882095250607,0.0017083290320264106,0.012354394722575239,2022
342,-105.25,279.5,-0.37656529516994636,,,935.0,,936.0,True,True,-0.013850376518147908,0.0011142765189118894,-0.000567495154739406,-0.02143243564712382,0.0005467813641724732,2022
343,52.5,274.625,0.19116977696859352,958.0,930.0,1272.0,,960.0,True,True,-0.007332042636690087,-0.0089168113493833,0.0023162669599099297,-0.011843468103637867,-0.006600544389473428,2022
344,-235.0,282.55357142857144,-0.8317006888706313,1003.0,,,,930.0,True,False,0.011734317718568947,0.00950136032993131,-0.003015312415644367,0.0010819182828225257,0.006486047914286869,2022
345,-113.25,284.9107142857143,-0.39749294891883424,1217.0,1218.0,933.0,,965.0,True,True,-0.00646289330282904,0.02203810508830032,-0.002158776685489381,0.005894718199104679,0.019879328402810963,2022
346,124.25,292.05357142857144,0.4254356465912565,,930.0,,930.0,,True,False,-0.001972801177109134,0.0064078621067774335,0.0026890982715971896,0.014910112714441799,0.009096960378374713,2022
347,115.25,281.35714285714283,0.4096217314039097,1195.0,955.0,1173.0,930.0,,True,False,0.0031498682718204465,-0.02024465714553131,-0.000986327897554143,-0.007543578311954131,-0.021230985043085404,2022
348,153.75,289.3392857142857,0.5313830772079244,,930.0,,1053.0,,True,True,0.00047663949342417305,0.015949694797186997,0.0006930430983279516,0.029256250241679698,0.016642737895514983,2022
349,20.0,274.14285714285717,0.07295466388744137,930.0,984.0,,930.0,,True,False,-0.00028484811684184364,0.017068910318028263,-0.0024836771169877226,0.018412859694600853,0.014585233201040564,2022
350,17.5,279.5357142857143,0.06260380733358886,931.0,1083.0,985.0,955.0,,True,True,0.0010808431628069096,0.009041184757677536,0.0027320798606042395,0.011524861874665285,0.011773264618281858,2022
351,-38.25,275.14285714285717,-0.13901869158878505,940.0,937.0,1042.0,940.0,1174.0,True,True,-0.002203627942740977,-0.012177349721355984,-0.00020119914759431432,-0.017410472986549207,-0.012378548868950326,2022
352,0.0,284.14285714285717,0.0,930.0,,935.0,,975.0,True,True,-0.0029824901700428296,-0.00881795239677807,0.006251542646312105,-0.011800442566820963,-0.0025664097504660166,2022
353,-77.0,266.42857142857144,-0.28900804289544235,,,931.0,,931.0,True,True,-0.003528635551593622,-0.011198325310029563,0.0009293968883623055,-0.020978503507935307,-0.01026892842166729,2022
354,192.25,266.10714285714283,0.722453361964837,,937.0,,930.0,,True,False,0.006723939785459639,0.02395288271070742,-0.005553099591865815,0.04642711480646031,0.018399783118841696,2022
355,-9.0,277.76785714285717,-0.032401157184185146,930.0,930.0,947.0,1073.0,,True,True,-0.00928422981907932,0.020426461305947212,-0.0007062562826672105,0.010428568781135985,0.0197202050232799,2022
356,64.75,283.67857142857144,0.22825129044441644,,1208.0,930.0,930.0,,True,False,0.004811307065531503,0.009746175806611211,-0.0014828654754228852,0.019627524759728017,0.0082633103311884,2022
357,-75.0,287.89285714285717,-0.2605135839225902,952.0,952.0,931.0,956.0,,True,True,0.007242839554107861,-0.0033541553537312003,0.0012157352352750058,-0.0019097780624406776,-0.002138420118456284,2022
358,-98.25,283.85714285714283,-0.3461248112732763,1012.0,1012.0,,,969.0,True,True,0.0037048214698497703,0.0036911464157764,-0.00291700277347606,-0.00021216475637245486,0.0007741436423003297,2022
359,70.75,279.92857142857144,0.2527430466955856,,930.0,,954.0,,True,True,0.009269433410546082,0.011957127632266988,1.883647117593866e-05,0.026686574800086012,0.01197596410344306,2022
360,2.25,279.7142857142857,0.008043922369765066,930.0,,990.0,935.0,,True,True,0.002276212689282083,0.0020460461209718867,-9.376377162263347e-05,0.004491771086173803,0.001952282349349284,2022
361,-212.5,279.875,-0.7592675301473872,,,1047.0,,930.0,True,False,0.004828906721888533,0.00041715651558711826,0.0029530375256135483,-0.010822942963249713,0.003370194041200546,2022
362,38.0,272.4107142857143,0.13949524745984923,1062.0,942.0,1063.0,933.0,,True,True,0.009603735209319147,-0.017513252678046657,0.0016703684387934254,-0.005040562479994092,-0.015842884239253185,2022
363,-80.75,272.75,-0.29605866177818513,,,931.0,,930.0,True,False,-0.007643056486327719,0.0035127155984051688,-0.0011503509838670049,-0.010275074911422724,0.0023623646145381413,2022
364,308.25,264.82142857142856,1.1639919082939987,,1025.0,,930.0,,True,False,-0.0016505058419874314,0.004532352216876247,0.001101887326795493,0.02625975601670424,0.005634239543671656,2022
365,96.0,257.51785714285717,0.3727896817141668,1038.0,942.0,1071.0,930.0,,True,False,0.0003150102404376798,-0.012997488410825939,-0.00015016706113734572,-0.005540387773089154,-0.013147655471963263,2022
366,85.0,252.89285714285714,0.33611071882502475,,940.0,,1317.0,,True,True,0.0016773836753726074,0.010153123866722059,0.0012895383398172347,0.018192804452633188,0.011442662206539394,2022
367,-44.75,256.2142857142857,-0.17465848898801226,932.0,930.0,,933.0,,True,True,0.006095278011707895,0.006131339272103508,-0.0011684590451788805,0.008925766946328384,0.004962880226924667,2022
368,-43.5,253.01785714285714,-0.1719246241795469,1176.0,1176.0,937.0,1202.0,993.0,True,True,-0.0022015529834397436,0.0023847971384639444,0.0006960217146690906,-0.003000423041670633,0.003080818853133203,2022
369,-136.5,239.05357142857142,-0.5710017180847091,,,940.0,,930.0,True,False,0.0012383902511466224,-0.0009979856305214782,-0.0017951831002991543,-0.009807156996103579,-0.002793168730820636,2022
370,-4.75,231.5,-0.020518358531317494,930.0,1051.0,,,,True,True,-0.002913479212359859,0.008217551008467956,-0.0025468786836665763,0.004952060231672529,0.0056706723248015675,2022
371,-129.75,223.30357142857142,-0.581047580967613,,,941.0,,930.0,True,False,-0.0067771484703947425,-0.0027652127739281516,-0.0006406632968332709,-0.019179334565071104,-0.003405876070761429,2022
372,-183.0,218.98214285714286,-0.8356845796297806,,,934.0,,930.0,True,False,-0.004040951195013173,-0.0093895593104721,0.0008132600556670499,-0.027324104274554246,-0.008576299254804963,2022
373,-18.0,214.75,-0.08381839348079162,930.0,950.0,,,944.0,True,True,0.003849692813602965,-0.0015845107757584036,-0.0021682743617117413,0.0008706167418119521,-0.0037527851374701887,2022
374,-23.0,202.73214285714286,-0.11345018937725711,930.0,979.0,,,934.0,True,True,0.0021527698548017104,0.003790007437194137,-0.0014678901718289325,0.004158170983473492,0.0023221172653652153,2022
375,73.25,202.57142857142858,0.3616008462623413,,984.0,,930.0,,True,True,0.002782977661052203,0.0033293819740794514,0.005467461350550094,0.011759642079280992,0.008796843324629738,2022
376,-13.0,200.75,-0.0647571606475716,936.0,,961.0,969.0,987.0,True,True,-0.0008180737673841117,-0.03499751991628438,-0.005098321486942364,-0.03680399901028753,-0.04009584140322677,2022
377,-115.5,221.0,-0.5226244343891403,,932.0,,,930.0,True,False,0.0023964543960924745,0.0015944516472376842,-0.004690955075349764,-0.0052041035118721825,-0.003096503428112005,2022
378,68.75,221.92857142857142,0.3097843579015127,946.0,,946.0,,965.0,True,True,-0.0066884539519186355,-0.010350058162319785,0.0001821512062434255,-0.011551283556516113,-0.010167906956076375,2022
379,123.75,234.03571428571428,0.5287654509385015,999.0,947.0,1020.0,,,True,True,-0.0017246224143900723,-0.009660546860621967,-0.004427751724527601,-0.001417606912305283,-0.01408829858514964,2022
380,-109.25,230.23214285714286,-0.4745210579384162,1318.0,1319.0,973.0,,930.0,True,False,0.0012110390757281812,0.0006767218213940859,0.007352824123674185,-0.00704753343368676,0.008029545945068233,2022
381,119.5,234.35714285714286,0.5099055166107894,960.0,991.0,1125.0,930.0,,True,False,-0.007789383157575716,-0.016175950080150603,-6.192909121042319e-05,-0.014285225247520144,-0.01623787917136104,2022
383,18.0,252.17857142857142,0.07137799178586603,932.0,,932.0,,953.0,True,True,-0.006804787522496547,-0.0010382276312074228,-0.0009769177983588247,-0.006357774457381132,-0.0020151454295662995,2022
384,18.0,253.67857142857142,0.0709559341123469,,931.0,,1121.0,,True,True,0.0032133370657379985,0.01839580201324426,-0.0033177652839824693,0.023105305432515533,0.015078036729261834,2022
385,-86.25,258.4642857142857,-0.33370181014232414,955.0,1016.0,930.0,999.0,,True,True,0.005855153279150903,0.0024261712054912945,0.004003541465699023,0.0012225438582067465,0.006429712671190102,2022
386,90.5,266.375,0.339746597841389,,947.0,,930.0,,True,False,0.0068822567665883854,0.007272034836034774,-0.00031766831724242185,0.021469524482554677,0.006954366518792306,2022
387,60.5,266.5,0.2270168855534709,,941.0,,930.0,,True,False,0.006794909301294246,-0.0016894882513078095,0.002160464357976702,0.009899408044369076,0.00047097610666887524,2022
388,-367.5,259.4107142857143,-1.4166724031114477,,,935.0,,930.0,True,False,-0.005510102264554338,-0.01909312038182322,-0.0027783555089858137,-0.0538677774236834,-0.02187147589080911,2022
390,-86.25,278.82142857142856,-0.3093377737927501,952.0,,930.0,,993.0,True,True,0.005938027906225814,-0.02124259500632245,0.004780552917370632,-0.022389149327086074,-0.01646204208895181,2022
391,-137.75,285.75,-0.4820647419072616,,,931.0,,930.0,True,False,-0.006107179574844348,0.00865312900008574,0.002560444649332697,-0.00899550017979232,0.011213573649418397,2022
392,-107.5,256.30357142857144,-0.41942451055528457,953.0,941.0,,998.0,,True,True,0.007984284597100865,0.008004306102760905,0.001393670466559286,0.00693475363992244,0.009397976569320286,2022
393,-110.5,260.0892857142857,-0.42485410230003434,,,931.0,,,True,True,0.00035658476082885994,0.0006289572097145395,-0.00023057171406454385,-0.008244585997820408,0.0003983854956501683,2022
394,37.0,249.75,0.14814814814814814,1200.0,948.0,1201.0,1197.0,1204.0,True,True,0.0006894174695677843,-0.009948451273454634,-0.012608419704223973,-0.006161241641408909,-0.022556870977678535,2022
395,-61.75,264.0892857142857,-0.23382243559402258,,,1018.0,,930.0,True,False,-0.004347177956732626,0.0029503946285652206,-0.005412120374551639,-0.006686837749585508,-0.0024617257459863626,2022
396,-102.0,256.48214285714283,-0.3976885051869387,,,950.0,,930.0,True,False,-0.009423901079367384,-0.0030433367849116363,0.004825339038480365,-0.02132761549654163,0.0017820022535687961,2022
397,-21.75,243.67857142857142,-0.08925692510625825,930.0,933.0,,950.0,,True,True,0.012191936338085766,-0.009860266378691012,-0.0053091426325037674,0.0004175411283726726,-0.015169409011194835,2022
398,152.25,244.08928571428572,0.6237471651181505,1082.0,934.0,1091.0,937.0,1092.0,True,True,0.0016332934085256077,-0.015636112029534088,0.0019210604859162851,-0.0006407636353884836,-0.01371505154361791,2022
399,-1.75,248.23214285714286,-0.007049852528595065,930.0,988.0,,1271.0,,True,True,-0.001700323912758686,0.021903472497500572,-0.0007354213863210017,0.020048716948011143,0.021168051111179576,2022
400,-166.75,254.21428571428572,-0.6559426805282382,,,939.0,,944.0,True,True,-0.011571034016380028,-0.008654972608523728,0.006498241997424074,-0.03476371239328619,-0.0021567306110997324,2022
401,-45.25,262.25,-0.17254528122020973,933.0,1032.0,937.0,,1288.0,True,True,0.004014636492094074,-0.00923541040239438,-0.00884542175429771,-0.009257668980294812,-0.018080832156692046,2022
402,74.75,277.57142857142856,0.2693000514668039,,960.0,,1258.0,,True,True,-0.001329113406821312,0.022644663689172683,-0.004727201204135388,0.028069509162346424,0.017917462485037276,2022
403,225.25,270.05357142857144,0.8340937644647226,,933.0,,930.0,,True,False,0.00871064936391135,-0.00023675516398274522,0.0025582884179033206,0.028227460525251467,0.002321533253920734,2022
404,-157.75,270.0892857142857,-0.5840661157024793,1259.0,1259.0,940.0,1273.0,930.0,True,False,0.0006527557402298036,0.015218365435937544,-0.002853313815689645,0.002230468250510727,0.012365051620247978,2022
405,-46.0,273.51785714285717,-0.16817914735261472,932.0,,,943.0,,True,True,0.00404684554357434,-0.004694136652976509,-0.003524289871750028,-0.004608203852373663,-0.0082184265247265,2022
406,-196.5,275.30357142857144,-0.7137575403775053,,,932.0,,930.0,True,False,-0.010655248398412073,-0.013836317924477261,0.0025484041170292975,-0.04166255793680328,-0.01128791380744806,2022
407,9.25,281.85714285714283,0.032818043588444,932.0,,964.0,,936.0,True,True,-0.008543197103987559,-0.0004313525238573109,-0.0026147966831389373,-0.008141525815981734,-0.0030461492069962072,2022
408,-60.75,285.73214285714283,-0.21261171176801452,1066.0,1126.0,948.0,,935.0,True,True,-0.008876274158985875,-0.0008781051979600216,0.0027703406766058955,-0.015302148799751062,0.0018922354786460368,2022
409,21.5,273.92857142857144,0.07848761408083442,930.0,,931.0,,,True,True,0.002344128115895476,-0.0027123335787012934,-0.002235152725009178,0.0016124948784289246,-0.004947486303710429,2022
410,-314.25,271.42857142857144,-1.1577631578947367,1037.0,1041.0,930.0,1040.0,930.0,True,False,0.00870475739654432,0.04393349357763159,-0.000947097892470115,0.02321231494301224,0.042986395685161466,2022
411,100.0,301.14285714285717,0.3320683111954459,945.0,,960.0,930.0,,True,False,-0.011762592466051344,-0.02401809690294544,-0.0037378881526506044,-0.026796911934485475,-0.027755985055596094,2022
412,253.25,318.0,0.7963836477987422,,930.0,,,,True,True,0.006545963871878521,0.00425786601345674,-0.0008546240174720851,0.03409304183797491,0.0034032419959846723,2022
413,292.25,304.60714285714283,0.9594325243287608,1046.0,930.0,1033.0,930.0,,True,False,-0.008454103454206425,-0.01382495109937478,0.004518012605888036,0.0036831626967387798,-0.009306938493486783,2022
414,-73.0,304.80357142857144,-0.2394985060636241,935.0,,1142.0,,1144.0,True,True,0.0006511951906945405,-0.0018648966792503983,0.0034350021988544836,-0.007751282144661623,0.001570105519604213,2022
415,-43.5,299.42857142857144,-0.1452767175572519,931.0,951.0,,969.0,1244.0,True,True,0.008201359076289366,-0.010792238382601214,0.0004961660002554851,-0.006498274635007491,-0.010296072382345596,2022
416,-44.0,296.17857142857144,-0.14855902568431206,944.0,945.0,,1274.0,930.0,True,True,0.010090402962518806,0.01834139701293682,-0.0007263523127907496,0.024455561765509743,0.01761504470014603,2022
417,5.5,300.5,0.018302828618968387,930.0,1104.0,968.0,937.0,,True,True,0.0002420588214752821,0.012202740643647122,-0.0019363617690240145,0.012929092956438043,0.010266378874623281,2022
418,36.25,311.01785714285717,0.1165527932479761,,930.0,,930.0,,True,False,0.01152613666939748,0.005457535830763413,-4.26885231969892e-05,0.020136500151789135,0.005414847307566441,2022
419,-238.0,301.5892857142857,-0.7891527029427438,,979.0,931.0,,930.0,True,False,0.0007187272304079052,-0.0013071612501547782,-0.0012870435772032744,-0.021117899571758025,-0.002594204827358071,2022
420,-52.0,306.98214285714283,-0.16939096038624862,931.0,,948.0,,930.0,True,False,-0.009628700273259305,-0.0020389626088330704,-0.002554563503945353,-0.016218296446088853,-0.00459352611277839,2022
421,-26.25,302.48214285714283,-0.08678198240746207,930.0,930.0,,1007.0,930.0,True,False,0.00947453751953956,0.023031175491300588,2.158079309506812e-05,0.030167572436651153,0.02305275628439546,2022
422,-96.25,313.19642857142856,-0.30731512628998237,,,930.0,,,True,True,-0.005717793064471555,0.0026447235725277577,-0.0004148245242608575,-0.01141629327971206,0.00222989904826674,2022
423,147.0,304.8392857142857,0.4822213109952551,964.0,930.0,964.0,930.0,1001.0,True,False,-0.007118699801212241,-0.015316915789415393,-0.0007058408621970276,-0.009676963989206396,-0.016022756651612395,2022
424,0.0,316.48214285714283,0.0,930.0,1201.0,932.0,,931.0,True,True,-0.004444992336175058,-0.02327459321088704,-0.007445813417028477,-0.02771958554706212,-0.030720406627915597,2022
425,-109.25,306.85714285714283,-0.35602886405959033,,,930.0,,930.0,True,False,-0.009603414098283662,0.006389352715359256,-0.006482590635288954,-0.013251930921447492,-9.3237919929503e-05,2022
426,207.5,285.4107142857143,0.7270224613652005,949.0,930.0,,930.0,1073.0,True,False,-0.00805909742633077,-0.0007841147976761073,0.00522350609541076,0.010319769703760926,0.0044393912977346425,2022
427,46.0,297.14285714285717,0.15480769230769229,935.0,1215.0,,1215.0,,True,True,-0.005063649995149131,0.012917540460155037,-0.0009528347552718544,0.012067991014650196,0.011964705704882984,2022
428,62.0,285.7857142857143,0.21694576355911022,941.0,981.0,1226.0,930.0,,True,False,-0.0016037771251344408,0.004826133583647356,-0.0016211473165224266,0.008835516821468194,0.0032049862671247485,2022
429,-76.0,290.57142857142856,-0.2615535889872173,,,930.0,,1017.0,True,True,-0.003773589383639491,-0.009450763125964521,-0.00391624357330499,-0.020098319655678376,-0.013367006699269567,2022
430,525.5,286.23214285714283,1.8359223906669164,,930.0,,930.0,,True,False,0.008264962809146513,0.010943546411045458,0.0044817036511055315,0.06658638359592582,0.015425250062150809,2022
431,-4.5,285.98214285714283,-0.015735248204807994,930.0,1010.0,930.0,945.0,,True,True,0.0017620014013300053,0.016290299873500273,0.0009922415972159694,0.017665254437331843,0.017282541470716308,2022
432,-87.5,285.94642857142856,-0.3060013738837195,1118.0,975.0,934.0,1168.0,,True,True,-0.0013188685170595776,0.006767317955071669,-0.0069802016787862305,-0.0019643259492436262,-0.0002128837237145261,2022
433,279.0,284.80357142857144,0.9796225468681421,,,,930.0,,True,False,0.0008315144435031534,-0.008472151171986827,-0.0020348020991680397,0.015841831808921715,-0.010506953271154794,2022
434,-81.75,286.8392857142857,-0.285002801469215,,,930.0,,949.0,True,True,-0.0034948407294943073,-0.0047215043368214,0.0011505274519380436,-0.015106602737975447,-0.0035709768848833714,2022
435,-189.5,278.69642857142856,-0.6799513039020952,1137.0,,,,930.0,True,False,0.003284359045710606,0.004305155607585289,0.006273774659716991,-0.008682874971026114,0.010578930267302436,2022
436,125.5,266.69642857142856,0.4705724807499163,962.0,,1016.0,930.0,,True,False,-0.007163779524070441,-0.0038147243293679073,-8.541168437033997e-05,-0.00032022885962620354,-0.003900136013738275,2022
437,-58.0,272.42857142857144,-0.2128998426848453,,931.0,982.0,,981.0,True,True,0.0011153055377115771,-0.00660267149810276,0.00012946101083980758,-0.010453767400200396,-0.00647321048726302,2022
438,30.0,261.25,0.11483253588516747,936.0,1009.0,,1193.0,939.0,True,True,-0.0061520058469744145,0.015640088505553942,0.002023020526194756,0.012073789458096486,0.017663109031748666,2022
439,-2.25,240.44642857142858,-0.009357593761604159,930.0,938.0,,930.0,,True,True,0.007039296305000226,0.003290586836894096,-0.00023167405670121864,0.010138403964669694,0.003058912780192975,2022
442,-165.25,238.33928571428572,-0.6933393271896306,,931.0,1196.0,,930.0,True,False,0.00460339246924397,-0.01510392378553309,0.0025870446680606725,-0.0245214845269261,-0.012516879117472499,2022
443,10.75,231.32142857142858,0.046472132159950594,930.0,,930.0,,945.0,True,True,-0.003749923577032623,-0.005564531360394968,0.0008030298529219898,-0.008389057004107333,-0.004761501507472917,2022
444,10.5,230.05357142857142,0.04564154311883878,930.0,1170.0,,1170.0,,True,True,0.0026624833088451064,0.03467155570060391,0.006555899314637457,0.03824480563426162,0.041227455015241325,2022
445,5.5,248.14285714285714,0.022164651698330456,930.0,956.0,974.0,930.0,,True,False,0.004365509120946247,-0.003971624689836774,-0.00014509726724392302,0.000850155048975946,-0.004116721957080575,2022
446,-214.5,246.35714285714286,-0.8706871556973036,,,,,930.0,True,False,0.002382032598646948,0.0115552561614326,0.00016648977166933046,-0.00400885391535153,0.011721745933101916,2022
447,-93.75,234.55357142857142,-0.3996954701180053,,,930.0,,1090.0,True,True,0.0010900097503150068,-0.014688766546239898,0.003713650325667672,-0.021432922314078354,-0.010975116220572269,2022
448,-3.75,228.78571428571428,-0.016390883546674992,930.0,,931.0,,942.0,True,True,-0.011464740829225765,-0.013312098547379417,0.004529160097366704,-0.025094612425769436,-0.008782938450012804,2022
449,-53.0,236.44642857142858,-0.22415225436145306,935.0,937.0,,,930.0,True,True,-0.003307082775613153,0.002024710864219687,0.0011520362970025078,-0.005876693446244498,0.00317674716122207,2022
450,57.5,226.21428571428572,0.25418377012946003,935.0,959.0,,959.0,,True,True,0.003064772649051063,0.004815556644425686,-0.001008486390443561,0.0128644122483939,0.003807070253982175,2022
451,-43.5,231.83928571428572,-0.18762997766309789,945.0,,,1018.0,,True,True,0.0009476836307705904,0.0026015086213614365,-0.006203173160678469,-0.00019323049237284136,-0.003601664539317133,2022
452,6.25,227.33928571428572,0.027491948786426832,930.0,1141.0,939.0,,938.0,True,True,0.0015535659614069543,0.007346656174585212,0.002970563706025541,0.009440219773124377,0.010317219880610764,2022
453,452.5,223.73214285714286,2.0225077819458854,,,,930.0,,True,False,-0.0028599371378603025,-0.025247543698092,0.0008237841728998567,0.009789322747689167,-0.02442375952519204,2022
455,-176.5,253.25,-0.6969397828232972,,,934.0,,930.0,True,False,-0.009738138157447701,-0.007175949191500648,-0.0025925093221560052,-0.03190438885513073,-0.009768458513656745,2022
456,-31.5,264.7142857142857,-0.11899622234214786,945.0,949.0,1031.0,,966.0,True,True,0.0022286809758048313,-0.007734227833280105,-0.0021137467411629783,-0.008257902294298463,-0.009847974574443051,2022
457,11.75,264.9107142857143,0.04435456690259522,930.0,,930.0,,948.0,True,True,-0.007536696779044109,-0.010549068019454726,0.0033574353896777594,-0.017050351366786946,-0.007191632629777077,2022
458,-54.5,268.75,-0.2027906976744186,962.0,991.0,,,930.0,True,True,0.003161118663226124,0.0020348616719404852,-0.0014306793695287488,0.00031278625782839054,0.0006041823024117409,2022
459,42.0,241.92857142857142,0.17360496014171833,,948.0,934.0,947.0,,True,True,0.0007574576520061452,0.008758079550244989,0.001014959709388038,0.01326671384223949,0.00977303925963285,2022
460,-133.25,242.42857142857142,-0.5496464348850914,,,931.0,,931.0,True,True,-0.007121612075535073,-0.007467014176956097,0.0012672265278908677,-0.026412582455545345,-0.006199787649065183,2022
461,-57.75,251.53571428571428,-0.22958966349566948,990.0,,935.0,,,True,True,-0.005288123191143623,0.010367499191164597,0.002439796990319299,-0.0001583155231676725,0.012807296181484068,2022
462,-28.5,248.69642857142858,-0.1145975443383356,,,930.0,,945.0,True,True,-0.011031990603410313,0.0009144738983457265,-0.001967153752065563,-0.012693032666842453,-0.0010526798537199014,2022
463,-18.5,238.42857142857142,-0.07759137207908928,932.0,933.0,930.0,,930.0,True,True,0.004622222315752542,-0.01636494315559057,-0.0002553003854976887,-0.013438490988174213,-0.01662024354108826,2022
464,115.25,244.28571428571428,0.4717836257309942,,934.0,,975.0,,True,True,0.0071171420052455825,0.007632757803098157,-0.0013813877215072255,0.025393824685950278,0.006251370081590847,2022
465,-120.5,244.75,-0.4923391215526047,,,930.0,,949.0,True,True,0.00029780654249072467,0.002562051041175322,0.007306862460594872,-0.008123003970417117,0.009868913501770047,2022
466,96.0,244.91071428571428,0.39197958439664604,955.0,941.0,973.0,930.0,1104.0,True,False,-0.011328427217380905,-0.004604101673626833,-4.569130952088723e-05,-0.007261171151073992,-0.004649792983147679,2023
467,90.75,255.78571428571428,0.354789165037699,960.0,1055.0,964.0,,,True,True,-0.004815126955787628,-0.0020511892689867293,0.0034845224685233003,0.001392646595640513,0.0014333331995365142,2023
468,-73.75,238.17857142857142,-0.30964162543109913,,,931.0,,933.0,True,True,-0.005025193856409814,-0.0029026927863309323,-0.001500721782377636,-0.014657310384034155,-0.0044034145687085555,2023
469,71.0,222.58928571428572,0.318973124749298,939.0,1003.0,,934.0,943.0,True,True,-0.007048933842330086,0.02904830000537259,-0.0016855641077645283,0.02853985283825649,0.027362735897608004,2023
470,85.25,228.875,0.3724740578918624,,930.0,,930.0,,True,False,0.00986214430341625,-0.008479141629263668,-0.002432683957789982,0.009023897148675864,-0.010911825587053621,2023
471,-45.25,229.57142857142858,-0.19710640945861854,932.0,933.0,,,930.0,True,False,0.006039476148461696,0.002850464016662004,0.0038840171783898407,0.00483722702884509,0.006734481195051736,2023
472,37.75,225.16071428571428,0.1676580220477437,,930.0,,930.0,,True,False,0.0011473711017996762,0.009262983831524487,0.0029888214231945944,0.013749625387736287,0.012251805254719096,2023
473,13.5,225.75,0.059800664451827246,932.0,,,930.0,,True,False,-0.011598773209242956,0.013859054098508163,0.0014100855980428006,0.003435906392050307,0.015269139696551075,2023
474,-108.25,229.66071428571428,-0.47134748464349585,1006.0,1006.0,,1231.0,,True,True,0.00297177038915748,0.012166048676140922,0.0007972162494129385,0.005706766314554505,0.012963264925553709,2023
476,-8.75,220.58928571428572,-0.039666477778677246,930.0,930.0,,930.0,,True,True,0.0013785084139585257,0.0011186405382929024,-2.1500521388493107e-05,0.0017430417255637337,0.0010971400169044944,2023
