sym,stop,objetivo,trail_EMA20,trades,por_dia,wr,gan_media_usd,perd_media_usd,pf,exp_usd,exp_R,t,DEV_usd,DEV_t,DEV_bruto_t,VAL1_usd,VAL1_t,VAL1_bruto_t,VAL2_usd,VAL2_t,VAL2_bruto_t
YM,vela VI,sin objetivo,False,7008,1.8264268960125098,0.049800228310502286,838.9964469914039,-56.36519597537168,0.7801273654016093,-11.775981735159815,-0.38737609011637925,-5.591576547600892,-15.97362799263352,-5.786186488171422,0.06762711024668944,-21.554960903562122,-2.195171983043539,-0.04684340454322621,-4.566492679821767,-1.1256622497042372,1.8610503930351057
YM,vela VI,sin objetivo,True,7396,1.927547563200417,0.149269875608437,215.9836594202899,-51.52446280991735,0.7355086456195455,-11.593558680367767,-0.40498471965162575,-10.695058702619287,-16.544452296819795,-12.478924176907466,-0.290184908969418,-10.186229508196723,-3.097838043318437,0.8348698004172947,-7.919294680215181,-2.4368562416364337,2.6553121716008183
YM,0.1 ATR,1R,False,10074,2.625488663017983,0.5152868771093905,126.40399262459749,-158.65227933647358,0.8469909706286022,-11.766523157208173,-0.13132873193306682,-13.125676281074215,-13.801373317886203,-14.513292284522125,2.0514265942521157,-11.957248604719396,-3.588411889727126,0.6263294843972012,-9.122313264770044,-2.85734777378229,2.301336024433259
YM,0.1 ATR,1R,True,10542,2.7474589523064896,0.3421551887687346,122.00687195532497,-83.59319085384696,0.759124602151617,-13.246062552511066,-0.14178569676409308,-19.48589149835969,-15.07915045562319,-21.26924227963822,1.3569268952387845,-10.597844122023742,-4.448821165168484,1.427964786411349,-11.972751917246352,-5.224523429069111,1.8646352448305028
YM,0.1 ATR,2R,False,8727,2.27443315089914,0.35453191245559756,260.2996777172405,-156.273986457356,0.9148870865087387,-8.585328618900462,-0.10381965651996737,-6.757087108929133,-10.972429444967196,-7.743224618042185,3.2148230035088123,-5.824758527524198,-1.59256673443093,1.2003607968919394,-6.512094287497067,-1.2224272557353535,2.09764072053294
YM,0.1 ATR,2R,True,9730,2.5358352879854054,0.24964028776978417,184.97234135152613,-79.2163856223218,0.7768495832130233,-13.264235795037479,-0.13980273597827816,-14.444988938782895,-14.403629219667325,-15.556607086730878,1.5078846117869944,-11.843341764467688,-3.4965826588231588,0.9728299800777251,-12.354487109160868,-3.8208450199489215,1.465245204462142
YM,0.1 ATR,3R,False,7904,2.0599426635392235,0.26986336032388664,385.1182566472439,-154.6097103745329,0.9206554353751114,-8.956907533256341,-0.10228854169826022,-5.171259579412934,-10.641312483978538,-5.807464939399483,2.782590216021651,-8.742394809775568,-1.3884971398792552,0.7897701814904245,-6.751398197480785,-0.9212089865310091,1.6470150630136513
YM,0.1 ATR,3R,True,9353,2.4375814438363306,0.23928151395274244,193.69633856759884,-77.99530770003012,0.781156612403842,-12.98451925279892,-0.13670530121182975,-12.50111437936214,-14.78000665041014,-13.562882552172594,1.5557568583908123,-10.48235449735444,-2.722383868164472,1.2031157064757585,-11.632422680412269,-3.3226907925627294,1.3695364475419975
YM,0.1 ATR,sin objetivo,False,6788,1.7690904352358614,0.167796110783736,712.1504477611938,-153.68724375995765,0.9342994195530396,-8.40304655274026,-0.10062715623013865,-2.8635725566182284,-8.521566438298242,-2.8912811758146155,1.803079677335108,-19.274975774482353,-1.211684233509346,0.013642157738782638,-3.898020985990187,-0.5320597503970547,0.9558961761650822
YM,0.1 ATR,sin objetivo,True,8958,2.334636434714621,0.23788792141102924,196.09358986391368,-77.42418004143215,0.7905699988216832,-12.357606289669272,-0.1337004324823477,-10.504669996519281,-15.454293971924042,-12.644565619989505,1.029408940814937,-11.108434744268013,-1.9024566222701473,1.0792864524195884,-8.829213151247972,-2.1765645598369945,1.7765058853744402
