,mean_pts,sd,n,up,mean_bp,t,bp_2021,bp_2022,bp_2023,bp_2024,años_mismo_signo
09:00,-0.5397553516819572,23.362176162381076,981,0.4923547400611621,-0.4405805190719562,-0.7236326708885795,0.22539035740417734,-1.954563805148,-0.6674024616790758,0.7603652555500109,2
09:30,1.657492354740061,66.5062970198848,981,0.528032619775739,1.3282660609871206,0.7805905152630062,3.6503827024753885,0.24807594944552444,4.344730039836912,-2.4447854393014343,3
10:00,-1.6636085626911314,54.94703842296494,981,0.5066258919469928,-0.9781809372992555,-0.9482904158534813,0.2753573635213781,-2.4332341464426768,-1.567771715973629,0.05442960250169236,2
10:30,-2.6192660550458715,48.26705229889264,981,0.5066258919469928,-1.6759730196001275,-1.6996650390244312,-2.206912662327559,-1.556907930128954,-1.7831678160023827,-1.2638696387646249,4
11:00,2.4783384301732925,41.48174515142531,981,0.528032619775739,1.5757053139877146,1.8712770701450827,0.7886451314142922,-0.060394817564865644,3.7764491843893,1.6507791249531842,3
11:30,2.038481141692151,38.11509302310701,981,0.5565749235474006,1.3397845928489964,1.6751134191642418,0.8514293122621657,0.22125117423330384,2.9528863669449477,1.2436610760214406,4
12:00,-1.1992864424057084,36.693621401152726,981,0.49949031600407745,-0.9968348681868681,-1.0236862080587514,1.28749603663036,-5.5501740175292795,0.8093259303839886,-0.07899055158275387,2
12:30,0.4064729867482161,32.624220710006824,981,0.545361875637105,0.29572696689281047,0.39023484486868143,-0.5005496084310643,0.4144945194273216,1.388874838541523,-0.2708822241325984,2
13:00,-0.8161222339304531,34.35262756165976,949,0.5184404636459431,-0.6526280264615829,-0.7318605790209481,-0.6083225803215401,-2.6131741879337578,-0.41262453370911906,1.0408096203060637,3
13:30,1.500263435194942,34.762232046133946,949,0.5437302423603794,0.9347259526847067,1.3295141889717228,-0.5010064473697621,1.7454645536616604,1.127601086452356,1.0933615406059405,3
14:00,-1.428082191780822,38.46341937298911,949,0.5184404636459431,-0.7591251757607252,-1.143769258356155,1.9274651994400938,-2.4440074005386063,0.12659073800755413,-2.1291181324299164,2
14:30,3.361959957850369,39.29351764956751,949,0.5574288724973656,2.3830661863287532,2.635753143296898,2.885149318455389,3.6971782969154394,2.745311316743445,0.2955737659307784,4
15:00,-0.31454162276080083,36.678940230895584,949,0.5005268703898841,-0.05002912454025205,-0.2641766631187711,0.1910117501267129,2.287609766549917,-2.1220786228889836,-0.5288713087361708,2
15:30,-0.9425711275026344,45.66792308005282,949,0.48050579557428874,-0.5618026397560494,-0.6358226251330737,-1.3282438669735956,-0.5987929046715906,0.23570318905938534,-0.6971952157375679,3
16:00,0.5216647662485747,32.78388202322998,877,0.5199543899657925,0.26454342902034805,0.4712278215494661,-0.17371547470904442,-1.864436306725208,2.508510709929184,0.3959277894854836,2
16:30,0.7173340358271865,15.645060535228385,949,0.5100105374077977,0.6057143521798042,1.412463701752088,0.2389850933862452,2.2468854580995092,-0.21566605074911332,0.07354115427917803,3
