etiqueta,año,top,sym,n,wr,R,R_suma
y11,2023,1.0,NQ,248,0.4596774193548387,-0.09976617030832614,-24.742010236464882
y11,2023,1.0,YM,248,0.4959677419354839,-0.05808582687599408,-14.405285065246533
y11,2023,0.2,ES,131,0.4198473282442748,-0.23733429823476282,-31.09079306875393
y11,2023,0.2,NQ,160,0.48125,-0.05662100901800271,-9.059361442880434
y11,2023,0.2,YM,113,0.4336283185840708,-0.18276467357881615,-20.652408114406224
y11,2023,0.1,ES,65,0.4461538461538462,-0.1847212624156252,-12.006882057015638
y11,2023,0.1,NQ,95,0.4421052631578947,-0.13491048270221148,-12.816495856710091
y11,2023,0.1,YM,65,0.4307692307692308,-0.18848284920849426,-12.251385198552127
y11,2023,0.05,ES,26,0.5384615384615384,-0.00010587780024833976,-0.002752822806456834
y11,2023,0.05,NQ,45,0.5111111111111111,0.003101213204222413,0.1395545941900086
y11,2023,0.05,YM,27,0.4074074074074074,-0.23520649593213355,-6.350575390167606
y11,2023,0.02,ES,6,0.5,-0.07702895472332201,-0.4621737283399321
y11,2023,0.02,NQ,19,0.5263157894736842,0.03351056992937098,0.6367008286580486
y11,2023,0.02,YM,8,0.25,-0.5500213107469589,-4.400170485975671
y11,2024,1.0,ES,249,0.43775100401606426,-0.20152694669118099,-50.18020972610407
y11,2024,1.0,NQ,249,0.44176706827309237,-0.13558687247181905,-33.76113124548294
y11,2024,1.0,YM,249,0.4497991967871486,-0.15042291717266937,-37.455306375994674
y11,2024,0.2,ES,155,0.45161290322580644,-0.17380314827169666,-26.939487982112983
y11,2024,0.2,NQ,178,0.42696629213483145,-0.165188424748339,-29.403539605204344
y11,2024,0.2,YM,144,0.4097222222222222,-0.23057686630252178,-33.20306874756314
y11,2024,0.1,ES,93,0.43010752688172044,-0.2168139009598677,-20.163692789267696
y11,2024,0.1,NQ,111,0.43243243243243246,-0.15425614415313432,-17.12243200099791
y11,2024,0.1,YM,80,0.4375,-0.17502131074696156,-14.001704859756925
y11,2024,0.05,ES,48,0.5,-0.07702895472331177,-3.6973898267189647
y11,2024,0.05,NQ,64,0.453125,-0.1128710090179996,-7.223744577151974
y11,2024,0.05,YM,42,0.47619047619047616,-0.09764035836600116,-4.100895051372048
y11,2024,0.02,ES,17,0.5294117647058824,-0.018205425311546675,-0.30949223029629347
y11,2024,0.02,NQ,21,0.5238095238095238,0.028498038601048856,0.598458810622026
y11,2024,0.02,YM,11,0.36363636363636365,-0.32274858347423613,-3.5502344182165975
y11,2025,1.0,ES,247,0.5141700404858299,-0.0440952358369291,-10.891523251721487
y11,2025,1.0,NQ,247,0.46963562753036436,-0.07715016533462873,-19.056090837653297
y11,2025,1.0,YM,247,0.5384615384615384,0.02690176617611575,6.6447362455005905
y11,2025,0.2,ES,166,0.5,-0.07019384288634611,-11.652177919133454
y11,2025,0.2,NQ,165,0.46060606060606063,-0.08809560901117296,-14.535775486843537
y11,2025,0.2,YM,145,0.5379310344827586,0.02584075821855369,3.7469099416902854
y11,2025,0.1,ES,97,0.5257731958762887,-0.013785361270364336,-1.3371800432253407
y11,2025,0.1,NQ,112,0.4375,-0.12966394650793905,-14.522362008889175
y11,2025,0.1,YM,84,0.5476190476190477,0.04521678449113355,3.7982098972552185
y11,2025,0.05,ES,58,0.46551724137931033,-0.12643191050027425,-7.333050809015907
y11,2025,0.05,NQ,67,0.43283582089552236,-0.12928233735938519,-8.661916603078808
y11,2025,0.05,YM,43,0.5116279069767442,-0.02676549679347105,-1.150916362119255
y11,2025,0.02,ES,21,0.6190476190476191,0.1846298260785786,3.8772263476501507
y11,2025,0.02,NQ,30,0.3333333333333333,-0.3257043759399437,-9.771131278198311
y11,2025,0.02,YM,20,0.6,0.1499786892530453,2.999573785060906
y11,2026,1.0,ES,49,0.5306122448979592,-0.015804464927389617,-0.7744187814420913
y11,2026,1.0,NQ,49,0.4897959183673469,-0.03952917228330998,-1.9369294418821892
y11,2026,1.0,YM,49,0.4897959183673469,-0.07042947401226839,-3.451044226601151
y11,2026,0.2,ES,31,0.4838709677419355,-0.10928701923943354,-3.3878975964224396
y11,2026,0.2,NQ,41,0.4634146341463415,-0.09229174072531801,-3.7839613697380385
y11,2026,0.2,YM,35,0.4857142857142857,-0.07859273931838953,-2.7507458761436334
y11,2026,0.1,ES,21,0.47619047619047616,-0.12464800234235207,-2.6176080491893936
y11,2026,0.1,NQ,26,0.3076923076923077,-0.40373639363338426,-10.49714623446799
y11,2026,0.1,YM,18,0.5555555555555556,0.061089800364152645,1.0996164065547476
y11,2026,0.05,ES,9,0.5555555555555556,0.034082156387804506,0.30673940749024053
y11,2026,0.05,NQ,10,0.3,-0.41912100901800314,-4.191210090180031
y11,2026,0.05,YM,7,0.5714285714285714,0.09283583211020949,0.6498508247714664
y11,2026,0.02,ES,2,1.0,0.9229710452766937,1.8459420905533874
y11,2026,0.02,NQ,3,0.6666666666666666,0.3142123243153255,0.9426369729459764
y11,2026,0.02,YM,2,0.5,-0.050021310746911796,-0.10004262149382359
