etiqueta,año,top,sym,n,wr,R,R_suma
y12,2020,0.2,YM,155,0.3548387096774194,0.004415774532173161,0.68444505248684
y12,2020,0.1,ES,97,0.3402061855670103,-0.07181618896694322,-6.966170329793493
y12,2020,0.1,NQ,100,0.33,-0.03294521082160059,-3.294521082160059
y12,2020,0.1,YM,85,0.3764705882352941,0.06938619180952159,5.897826303809335
y12,2020,0.05,ES,48,0.4166666666666667,0.15756525433202384,7.563132207937144
y12,2020,0.05,NQ,43,0.32558139534883723,-0.04620102477508321,-1.9866440653285782
y12,2020,0.05,YM,39,0.358974358974359,0.016897504026716376,0.6590026570419387
y12,2020,0.02,ES,15,0.5333333333333333,0.5075652543320172,7.613478814980258
y12,2020,0.02,NQ,17,0.29411764705882354,-0.14059226964512528,-2.3900685839671296
y12,2020,0.02,YM,8,0.25,-0.31002557289634447,-2.4802045831707558
y12,2021,1.0,ES,251,0.3545816733067729,-0.04941146856350632,-12.402278609440085
y12,2021,1.0,NQ,251,0.30677290836653387,-0.12148697466747183,-30.49323064153543
y12,2021,1.0,YM,251,0.30677290836653387,-0.15251856110240083,-38.28215883670261
y12,2021,0.2,ES,161,0.35403726708074534,-0.05096244214226638,-8.204953184904888
y12,2021,0.2,NQ,164,0.29878048780487804,-0.14863383369770997,-24.375948726424433
y12,2021,0.2,YM,142,0.33098591549295775,-0.07817243128499461,-11.100485242469235
y12,2021,0.1,ES,105,0.3619047619047619,-0.0383676897857091,-4.028607427499455
y12,2021,0.1,NQ,107,0.3177570093457944,-0.10343992251956408,-11.068071709593356
y12,2021,0.1,YM,76,0.32894736842105265,-0.08310711826413576,-6.316140988074318
y12,2021,0.05,ES,56,0.39285714285714285,0.026798126968409008,1.5006951102309045
y12,2021,0.05,NQ,63,0.36507936507936506,0.026653208943223487,1.6791521634230797
y12,2021,0.05,YM,37,0.24324324324324326,-0.33029584316662536,-12.220946197165139
y12,2021,0.02,ES,19,0.21052631578947367,-0.4968234604015053,-9.439645747628601
y12,2021,0.02,NQ,25,0.4,0.12364696794934092,3.091174198733523
y12,2021,0.02,YM,15,0.26666666666666666,-0.26002557289635836,-3.900383593445375
y12,2022,1.0,ES,250,0.332,-0.10215213697232281,-25.538034243080702
y12,2022,1.0,NQ,250,0.348,0.01673899970471051,4.184749926177627
y12,2022,1.0,YM,250,0.332,-0.07009391121985975,-17.523477804964937
y12,2022,0.2,ES,132,0.36363636363636365,-0.012354047380751453,-1.6307342542591918
