tipo,R,S,rr,K,G,colchon,cons,cons_pcobra,cons_dias,opt,opt_pcobra,opt_dias,prom
growth,150,60,2.0,1,1000000000.0,2500,192.6,0.10466666666666667,145.72333333333333,1015.2,0.41533333333333333,192.844,603.9
growth,150,60,2.0,2,300.0,-1,782.8003817713487,0.30466666666666664,97.38666666666667,2187.266087971446,0.5266666666666666,115.64733333333334,1485.0332348713973
growth,150,60,2.0,2,300.0,2500,532.8,0.22333333333333333,110.924,1937.7,0.478,146.35266666666666,1235.25
growth,150,60,2.0,2,600.0,-1,782.8003817713487,0.30466666666666664,97.38666666666667,2187.266087971446,0.5266666666666666,115.64733333333334,1485.0332348713973
growth,150,60,2.0,2,600.0,2500,532.8,0.22333333333333333,110.924,1937.7,0.478,146.35266666666666,1235.25
growth,150,60,2.0,2,1000000000.0,-1,782.8003817713487,0.30466666666666664,97.38666666666667,2187.266087971446,0.5266666666666666,115.64733333333334,1485.0332348713973
growth,150,60,2.0,2,1000000000.0,2500,532.8,0.22333333333333333,110.924,1937.7,0.478,146.35266666666666,1235.25
growth,150,60,3.0,1,300.0,-1,635.9410275759845,0.2653333333333333,119.57,1977.7160227996092,0.57,147.728,1306.828525187797
growth,150,60,3.0,1,300.0,2500,393.3,0.17666666666666667,130.196,1483.2,0.4866666666666667,173.28533333333334,938.25
growth,150,60,3.0,1,600.0,-1,635.9410275759845,0.2653333333333333,119.57,1977.7160227996092,0.57,147.728,1306.828525187797
growth,150,60,3.0,1,600.0,2500,393.3,0.17666666666666667,130.196,1483.2,0.4866666666666667,173.28533333333334,938.25
growth,150,60,3.0,1,1000000000.0,-1,635.9410275759845,0.2653333333333333,119.57,1977.7160227996092,0.57,147.728,1306.828525187797
growth,150,60,3.0,1,1000000000.0,2500,393.3,0.17666666666666667,130.196,1483.2,0.4866666666666667,173.28533333333334,938.25
growth,150,60,3.0,2,300.0,-1,799.4611726299692,0.2826666666666667,81.93866666666666,1513.6961522893048,0.426,84.90733333333333,1156.578662459637
growth,150,60,3.0,2,300.0,2500,606.6,0.21866666666666668,97.34266666666667,1494.0,0.374,117.00733333333334,1050.3
growth,150,60,3.0,2,600.0,-1,871.1354382116534,0.31666666666666665,86.79333333333334,1610.6794683526143,0.42,93.484,1240.907453282134
growth,150,60,3.0,2,600.0,2500,681.3,0.26,100.672,1471.5,0.37666666666666665,116.51066666666667,1076.4
growth,150,60,3.0,2,1000000000.0,-1,871.1354382116534,0.31666666666666665,86.79333333333334,1610.6794683526143,0.42,93.484,1240.907453282134
growth,150,60,3.0,2,1000000000.0,2500,681.3,0.26,100.672,1471.5,0.37666666666666665,116.51066666666667,1076.4
growth,150,90,1.5,1,300.0,-1,0.0,0.0,250.0,0.0,0.0,250.0,0.0
growth,150,90,1.5,1,300.0,2500,0.0,0.0,250.0,0.0,0.0,250.0,0.0
growth,150,90,1.5,1,600.0,-1,0.0,0.0,250.0,0.0,0.0,250.0,0.0
growth,150,90,1.5,1,600.0,2500,0.0,0.0,250.0,0.0,0.0,250.0,0.0
growth,150,90,1.5,1,1000000000.0,-1,0.0,0.0,250.0,0.0,0.0,250.0,0.0
growth,150,90,1.5,1,1000000000.0,2500,0.0,0.0,250.0,0.0,0.0,250.0,0.0
growth,150,90,1.5,2,300.0,-1,0.0,0.0,250.0,0.0,0.0,250.0,0.0
growth,150,90,1.5,2,300.0,2500,0.0,0.0,250.0,0.0,0.0,250.0,0.0
growth,150,90,1.5,2,600.0,-1,0.0,0.0,250.0,0.0,0.0,250.0,0.0
growth,150,90,1.5,2,600.0,2500,0.0,0.0,250.0,0.0,0.0,250.0,0.0
growth,150,90,1.5,2,1000000000.0,-1,0.0,0.0,250.0,0.0,0.0,250.0,0.0
growth,150,90,1.5,2,1000000000.0,2500,0.0,0.0,250.0,0.0,0.0,250.0,0.0
growth,150,90,2.0,1,300.0,-1,0.0,0.0,250.0,0.0,0.0,250.0,0.0
growth,150,90,2.0,1,300.0,2500,0.0,0.0,250.0,0.0,0.0,250.0,0.0
growth,150,90,2.0,1,600.0,-1,0.0,0.0,250.0,0.0,0.0,250.0,0.0
growth,150,90,2.0,1,600.0,2500,0.0,0.0,250.0,0.0,0.0,250.0,0.0
growth,150,90,2.0,1,1000000000.0,-1,0.0,0.0,250.0,0.0,0.0,250.0,0.0
growth,150,90,2.0,1,1000000000.0,2500,0.0,0.0,250.0,0.0,0.0,250.0,0.0
growth,150,90,2.0,2,300.0,-1,0.0,0.0,250.0,0.0,0.0,250.0,0.0
growth,150,90,2.0,2,300.0,2500,0.0,0.0,250.0,0.0,0.0,250.0,0.0
growth,150,90,2.0,2,600.0,-1,0.0,0.0,250.0,0.0,0.0,250.0,0.0
growth,150,90,2.0,2,600.0,2500,0.0,0.0,250.0,0.0,0.0,250.0,0.0
growth,150,90,2.0,2,1000000000.0,-1,0.0,0.0,250.0,0.0,0.0,250.0,0.0
growth,150,90,2.0,2,1000000000.0,2500,0.0,0.0,250.0,0.0,0.0,250.0,0.0
growth,150,90,3.0,1,300.0,-1,0.0,0.0,250.0,0.0,0.0,250.0,0.0
growth,150,90,3.0,1,300.0,2500,0.0,0.0,250.0,0.0,0.0,250.0,0.0
growth,150,90,3.0,1,600.0,-1,0.0,0.0,250.0,0.0,0.0,250.0,0.0
growth,150,90,3.0,1,600.0,2500,0.0,0.0,250.0,0.0,0.0,250.0,0.0
growth,150,90,3.0,1,1000000000.0,-1,0.0,0.0,250.0,0.0,0.0,250.0,0.0
growth,150,90,3.0,1,1000000000.0,2500,0.0,0.0,250.0,0.0,0.0,250.0,0.0
growth,150,90,3.0,2,300.0,-1,0.0,0.0,250.0,0.0,0.0,250.0,0.0
growth,150,90,3.0,2,300.0,2500,0.0,0.0,250.0,0.0,0.0,250.0,0.0
growth,150,90,3.0,2,600.0,-1,0.0,0.0,250.0,0.0,0.0,250.0,0.0
growth,150,90,3.0,2,600.0,2500,0.0,0.0,250.0,0.0,0.0,250.0,0.0
growth,150,90,3.0,2,1000000000.0,-1,0.0,0.0,250.0,0.0,0.0,250.0,0.0
growth,150,90,3.0,2,1000000000.0,2500,0.0,0.0,250.0,0.0,0.0,250.0,0.0
growth,250,30,1.5,1,300.0,-1,173.621436,0.09666666666666666,63.41133333333333,605.278236,0.25666666666666665,90.16333333333333,389.449836
growth,250,30,1.5,1,300.0,2500,79.2,0.04,68.542,413.1,0.18066666666666667,102.43266666666666,246.15
growth,250,30,1.5,1,600.0,-1,173.621436,0.09666666666666666,63.41133333333333,605.278236,0.25666666666666665,90.16333333333333,389.449836
growth,250,30,1.5,1,600.0,2500,79.2,0.04,68.542,413.1,0.18066666666666667,102.43266666666666,246.15
growth,250,30,1.5,1,1000000000.0,-1,173.621436,0.09666666666666666,63.41133333333333,605.278236,0.25666666666666665,90.16333333333333,389.449836
growth,250,30,1.5,1,1000000000.0,2500,79.2,0.04,68.542,413.1,0.18066666666666667,102.43266666666666,246.15
growth,250,30,1.5,2,300.0,-1,203.4,0.11133333333333334,36.464,495.9,0.206,46.516666666666666,349.65
growth,250,30,1.5,2,300.0,2500,136.8,0.06466666666666666,40.24666666666667,387.0,0.15666666666666668,56.053333333333335,261.9
growth,250,30,1.5,2,600.0,-1,203.4,0.11133333333333334,36.464,495.9,0.206,46.516666666666666,349.65
growth,250,30,1.5,2,600.0,2500,136.8,0.06466666666666666,40.24666666666667,387.0,0.15666666666666668,56.053333333333335,261.9
growth,250,30,1.5,2,1000000000.0,-1,203.4,0.11133333333333334,36.464,495.9,0.206,46.516666666666666,349.65
growth,250,30,1.5,2,1000000000.0,2500,136.8,0.06466666666666666,40.24666666666667,387.0,0.15666666666666668,56.053333333333335,261.9
growth,250,30,2.0,1,300.0,-1,237.5213921966819,0.12066666666666667,58.88733333333333,875.6368545481993,0.3,79.32866666666666,556.5791233724406
growth,250,30,2.0,1,300.0,2500,147.6,0.076,64.388,707.4,0.24,98.87733333333334,427.5
growth,250,30,2.0,1,600.0,-1,237.5213921966819,0.12066666666666667,58.88733333333333,875.6368545481993,0.3,79.32866666666666,556.5791233724406
growth,250,30,2.0,1,600.0,2500,147.6,0.076,64.388,707.4,0.24,98.87733333333334,427.5
growth,250,30,2.0,1,1000000000.0,-1,237.5213921966819,0.12066666666666667,58.88733333333333,875.6368545481993,0.3,79.32866666666666,556.5791233724406
growth,250,30,2.0,1,1000000000.0,2500,147.6,0.076,64.388,707.4,0.24,98.87733333333334,427.5
growth,250,30,2.0,2,300.0,-1,215.05245275061307,0.10333333333333333,36.82066666666667,505.43380986763043,0.20333333333333334,45.995333333333335,360.24313130912174
growth,250,30,2.0,2,300.0,2500,142.2,0.062,40.42066666666667,380.7,0.13866666666666666,55.43933333333333,261.45
growth,250,30,2.0,2,600.0,-1,341.1,0.156,36.874,605.7,0.23133333333333334,46.61266666666667,473.40000000000003
growth,250,30,2.0,2,600.0,2500,257.4,0.11333333333333333,40.82533333333333,528.3,0.17,53.976,392.84999999999997
growth,250,30,2.0,2,1000000000.0,-1,341.1,0.156,36.874,605.7,0.23133333333333334,46.61266666666667,473.40000000000003
growth,250,30,2.0,2,1000000000.0,2500,257.4,0.11333333333333333,40.82533333333333,528.3,0.17,53.976,392.84999999999997
growth,250,30,3.0,1,300.0,-1,583.1874107324932,0.21866666666666668,52.42466666666667,1137.261399209411,0.3466666666666667,61.349333333333334,860.224404970952
growth,250,30,3.0,1,300.0,2500,483.3,0.16666666666666666,62.885333333333335,1109.7,0.2846666666666667,82.91,796.5
growth,250,30,3.0,1,600.0,-1,583.1874107324932,0.21866666666666668,52.42466666666667,1137.261399209411,0.3466666666666667,61.349333333333334,860.224404970952
growth,250,30,3.0,1,600.0,2500,483.3,0.16666666666666666,62.885333333333335,1109.7,0.2846666666666667,82.91,796.5
growth,250,30,3.0,1,1000000000.0,-1,583.1874107324932,0.21866666666666668,52.42466666666667,1137.261399209411,0.3466666666666667,61.349333333333334,860.224404970952
growth,250,30,3.0,1,1000000000.0,2500,483.3,0.16666666666666666,62.885333333333335,1109.7,0.2846666666666667,82.91,796.5
growth,250,30,3.0,2,300.0,-1,538.9952557457066,0.19266666666666668,30.213333333333335,931.3419386302397,0.31333333333333335,33.343333333333334,735.1685971879731
growth,250,30,3.0,2,300.0,2500,465.3,0.14933333333333335,37.15866666666667,1017.0,0.24866666666666667,48.019333333333336,741.15
growth,250,30,3.0,2,600.0,-1,542.7,0.21666666666666667,35.61,1462.5,0.38066666666666665,55.28,1002.6
growth,250,30,3.0,2,600.0,2500,467.1,0.168,40.9,1496.7,0.326,66.87133333333334,981.9000000000001
growth,250,30,3.0,2,1000000000.0,-1,542.7,0.21666666666666667,35.61,1462.5,0.38066666666666665,55.28,1002.6
growth,250,30,3.0,2,1000000000.0,2500,467.1,0.168,40.9,1496.7,0.326,66.87133333333334,981.9000000000001
growth,250,45,1.5,1,300.0,-1,193.5,0.10066666666666667,67.95933333333333,844.732552040472,0.30733333333333335,94.948,519.116276020236
growth,250,45,1.5,1,300.0,2500,99.0,0.05333333333333334,73.20666666666666,622.8,0.238,112.45733333333334,360.9
growth,250,45,1.5,1,600.0,-1,193.5,0.10066666666666667,67.95933333333333,844.732552040472,0.30733333333333335,94.948,519.116276020236
growth,250,45,1.5,1,600.0,2500,99.0,0.05333333333333334,73.20666666666666,622.8,0.238,112.45733333333334,360.9
growth,250,45,1.5,1,1000000000.0,-1,193.5,0.10066666666666667,67.95933333333333,844.732552040472,0.30733333333333335,94.948,519.116276020236
growth,250,45,1.5,1,1000000000.0,2500,99.0,0.05333333333333334,73.20666666666666,622.8,0.238,112.45733333333334,360.9
growth,250,45,1.5,2,300.0,-1,335.68963631515834,0.15933333333333333,42.74933333333333,927.6519356512275,0.30266666666666664,56.287333333333336,631.6707859831929
growth,250,45,1.5,2,300.0,2500,242.1,0.11066666666666666,47.94866666666667,837.0,0.236,72.27666666666667,539.55
growth,250,45,1.5,2,600.0,-1,335.68963631515834,0.15933333333333333,42.74933333333333,927.6519356512275,0.30266666666666664,56.287333333333336,631.6707859831929
growth,250,45,1.5,2,600.0,2500,242.1,0.11066666666666666,47.94866666666667,837.0,0.236,72.27666666666667,539.55
growth,250,45,1.5,2,1000000000.0,-1,335.68963631515834,0.15933333333333333,42.74933333333333,927.6519356512275,0.30266666666666664,56.287333333333336,631.6707859831929
growth,250,45,1.5,2,1000000000.0,2500,242.1,0.11066666666666666,47.94866666666667,837.0,0.236,72.27666666666667,539.55
growth,250,45,2.0,1,300.0,-1,403.05131686523606,0.17133333333333334,64.77933333333333,1302.1444441377873,0.39266666666666666,84.342,852.5978805015117
growth,250,45,2.0,1,300.0,2500,265.5,0.11133333333333334,73.39133333333334,1179.0,0.332,113.23466666666667,722.25
growth,250,45,2.0,1,600.0,-1,403.05131686523606,0.17133333333333334,64.77933333333333,1302.1444441377873,0.39266666666666666,84.342,852.5978805015117
growth,250,45,2.0,1,600.0,2500,265.5,0.11133333333333334,73.39133333333334,1179.0,0.332,113.23466666666667,722.25
growth,250,45,2.0,1,1000000000.0,-1,403.05131686523606,0.17133333333333334,64.77933333333333,1302.1444441377873,0.39266666666666666,84.342,852.5978805015117
growth,250,45,2.0,1,1000000000.0,2500,265.5,0.11133333333333334,73.39133333333334,1179.0,0.332,113.23466666666667,722.25
growth,250,45,2.0,2,300.0,-1,486.5458385603389,0.194,41.66266666666667,971.9221286590429,0.31533333333333335,48.874,729.2339836096909
growth,250,45,2.0,2,300.0,2500,380.7,0.13733333333333334,51.494,987.3,0.25533333333333336,70.074,684.0
growth,250,45,2.0,2,600.0,-1,625.5,0.24066666666666667,45.046,1570.4049148755385,0.37333333333333335,60.66,1097.9524574377692
growth,250,45,2.0,2,600.0,2500,539.1,0.19,53.480666666666664,1621.8,0.324,77.75733333333334,1080.45
growth,250,45,2.0,2,1000000000.0,-1,625.5,0.24066666666666667,45.046,1570.4049148755385,0.37333333333333335,60.66,1097.9524574377692
growth,250,45,2.0,2,1000000000.0,2500,539.1,0.19,53.480666666666664,1621.8,0.324,77.75733333333334,1080.45
growth,250,45,3.0,1,300.0,-1,512.8113228122374,0.21066666666666667,54.776666666666664,1652.0189919025647,0.4226666666666667,72.89466666666667,1082.415157357401
growth,250,45,3.0,1,300.0,2500,388.8,0.14666666666666667,64.27866666666667,1772.1,0.37266666666666665,104.02866666666667,1080.45
growth,250,45,3.0,1,600.0,-1,512.8113228122374,0.21066666666666667,54.776666666666664,1652.0189919025647,0.4226666666666667,72.89466666666667,1082.415157357401
growth,250,45,3.0,1,600.0,2500,388.8,0.14666666666666667,64.27866666666667,1772.1,0.37266666666666665,104.02866666666667,1080.45
growth,250,45,3.0,1,1000000000.0,-1,512.8113228122374,0.21066666666666667,54.776666666666664,1652.0189919025647,0.4226666666666667,72.89466666666667,1082.415157357401
growth,250,45,3.0,1,1000000000.0,2500,388.8,0.14666666666666667,64.27866666666667,1772.1,0.37266666666666665,104.02866666666667,1080.45
growth,250,45,3.0,2,300.0,-1,699.1904809698143,0.23733333333333334,35.79933333333334,1168.8603421596233,0.348,39.964666666666666,934.0254115647188
growth,250,45,3.0,2,300.0,2500,608.4,0.18,45.382,1379.7,0.2906666666666667,58.21333333333333,994.05
growth,250,45,3.0,2,600.0,-1,771.3,0.27266666666666667,47.07533333333333,1435.5,0.36866666666666664,58.618,1103.4
growth,250,45,3.0,2,600.0,2500,658.8,0.22266666666666668,52.904666666666664,1511.1,0.32266666666666666,70.78866666666667,1084.9499999999998
growth,250,45,3.0,2,1000000000.0,-1,771.3,0.27266666666666667,47.07533333333333,1435.5,0.36866666666666664,58.618,1103.4
growth,250,45,3.0,2,1000000000.0,2500,658.8,0.22266666666666668,52.904666666666664,1511.1,0.32266666666666666,70.78866666666667,1084.9499999999998
growth,250,60,1.5,1,300.0,-1,505.2854690204555,0.20066666666666666,53.858666666666664,1353.3534576738225,0.3993333333333333,64.548,929.3194633471389
growth,250,60,1.5,1,300.0,2500,378.0,0.13866666666666666,63.111333333333334,1404.9,0.334,94.552,891.45
growth,250,60,1.5,1,600.0,-1,505.2854690204555,0.20066666666666666,53.858666666666664,1353.3534576738225,0.3993333333333333,64.548,929.3194633471389
growth,250,60,1.5,1,600.0,2500,378.0,0.13866666666666666,63.111333333333334,1404.9,0.334,94.552,891.45
growth,250,60,1.5,1,1000000000.0,-1,505.2854690204555,0.20066666666666666,53.858666666666664,1353.3534576738225,0.3993333333333333,64.548,929.3194633471389
growth,250,60,1.5,1,1000000000.0,2500,378.0,0.13866666666666666,63.111333333333334,1404.9,0.334,94.552,891.45
growth,250,60,1.5,2,300.0,-1,595.3299975122129,0.22866666666666666,37.601333333333336,1083.9376405880373,0.352,41.09733333333333,839.6338190501251
growth,250,60,1.5,2,300.0,2500,524.7,0.168,47.89266666666666,1281.6,0.29,63.27466666666667,903.15
growth,250,60,1.5,2,600.0,-1,720.0,0.254,40.684,1679.3632996101026,0.376,54.762,1199.6816498050512
growth,250,60,1.5,2,600.0,2500,666.0,0.20066666666666666,48.45133333333333,1824.3,0.32266666666666666,70.37933333333334,1245.15
growth,250,60,1.5,2,1000000000.0,-1,720.0,0.254,40.684,1679.3632996101026,0.376,54.762,1199.6816498050512
growth,250,60,1.5,2,1000000000.0,2500,666.0,0.20066666666666666,48.45133333333333,1824.3,0.32266666666666666,70.37933333333334,1245.15
growth,250,60,2.0,1,300.0,-1,634.4056169516142,0.23533333333333334,45.262,1551.90007273699,0.4086666666666667,55.38933333333333,1093.152844844302
growth,250,60,2.0,1,300.0,2500,571.5,0.184,58.19266666666667,1969.2,0.3626666666666667,89.12533333333333,1270.35
growth,250,60,2.0,1,600.0,-1,634.4056169516142,0.23533333333333334,45.262,1551.90007273699,0.4086666666666667,55.38933333333333,1093.152844844302
growth,250,60,2.0,1,600.0,2500,571.5,0.184,58.19266666666667,1969.2,0.3626666666666667,89.12533333333333,1270.35
growth,250,60,2.0,1,1000000000.0,-1,634.4056169516142,0.23533333333333334,45.262,1551.90007273699,0.4086666666666667,55.38933333333333,1093.152844844302
growth,250,60,2.0,1,1000000000.0,2500,571.5,0.184,58.19266666666667,1969.2,0.3626666666666667,89.12533333333333,1270.35
growth,250,60,2.0,2,300.0,-1,697.43604741857,0.252,31.260666666666665,1115.6789317443577,0.3506666666666667,32.31733333333333,906.5574895814639
growth,250,60,2.0,2,300.0,2500,670.5,0.18866666666666668,41.40266666666667,1379.7,0.28733333333333333,51.156,1025.1
growth,250,60,2.0,2,600.0,-1,817.2,0.2906666666666667,40.192,2130.3,0.3993333333333333,56.642,1473.75
growth,250,60,2.0,2,600.0,2500,788.4,0.22533333333333333,49.18,2358.9,0.348,71.336,1573.65
growth,250,60,2.0,2,1000000000.0,-1,817.2,0.2906666666666667,40.192,2130.3,0.3993333333333333,56.642,1473.75
growth,250,60,2.0,2,1000000000.0,2500,788.4,0.22533333333333333,49.18,2358.9,0.348,71.336,1573.65
growth,250,60,3.0,1,300.0,-1,844.2,0.2693333333333333,47.47266666666667,2013.2140903221593,0.4146666666666667,60.46333333333333,1428.7070451610798
growth,250,60,3.0,1,300.0,2500,734.4,0.20666666666666667,56.327333333333335,2263.5,0.36133333333333334,81.97466666666666,1498.95
growth,250,60,3.0,1,600.0,-1,844.2,0.2693333333333333,47.47266666666667,2013.2140903221593,0.4146666666666667,60.46333333333333,1428.7070451610798
growth,250,60,3.0,1,600.0,2500,734.4,0.20666666666666667,56.327333333333335,2263.5,0.36133333333333334,81.97466666666666,1498.95
growth,250,60,3.0,1,1000000000.0,-1,844.2,0.2693333333333333,47.47266666666667,2013.2140903221593,0.4146666666666667,60.46333333333333,1428.7070451610798
growth,250,60,3.0,1,1000000000.0,2500,734.4,0.20666666666666667,56.327333333333335,2263.5,0.36133333333333334,81.97466666666666,1498.95
growth,250,60,3.0,2,300.0,-1,960.3,0.278,32.178666666666665,1468.759311578359,0.3426666666666667,32.538,1214.5296557891795
growth,250,60,3.0,2,300.0,2500,972.9,0.226,40.79266666666667,1818.9,0.27666666666666667,47.391333333333336,1395.9
growth,250,60,3.0,2,600.0,-1,968.4,0.2786666666666667,32.308,1491.238117958494,0.3426666666666667,32.601333333333336,1229.819058979247
growth,250,60,3.0,2,600.0,2500,968.4,0.22466666666666665,40.624,1818.9,0.2786666666666667,47.318,1393.65
growth,250,60,3.0,2,1000000000.0,-1,774.0,0.25933333333333336,45.44266666666667,1341.0,0.2906666666666667,54.75,1057.5
growth,250,60,3.0,2,1000000000.0,2500,767.7,0.24133333333333334,47.604,1365.3,0.2833333333333333,57.31933333333333,1066.5
growth,250,90,1.5,1,300.0,-1,623.3425059352612,0.2613333333333333,100.158,1520.5068159643163,0.44733333333333336,118.27,1071.9246609497886
growth,250,90,1.5,1,300.0,2500,395.1,0.174,112.56133333333334,1141.2,0.38066666666666665,141.862,768.1500000000001
growth,250,90,1.5,1,600.0,-1,623.3425059352612,0.2613333333333333,100.158,1520.5068159643163,0.44733333333333336,118.27,1071.9246609497886
growth,250,90,1.5,1,600.0,2500,395.1,0.174,112.56133333333334,1141.2,0.38066666666666665,141.862,768.1500000000001
growth,250,90,1.5,1,1000000000.0,-1,623.3425059352612,0.2613333333333333,100.158,1520.5068159643163,0.44733333333333336,118.27,1071.9246609497886
growth,250,90,1.5,1,1000000000.0,2500,395.1,0.174,112.56133333333334,1141.2,0.38066666666666665,141.862,768.1500000000001
growth,250,90,1.5,2,300.0,-1,1077.9414093875912,0.342,77.04466666666667,1631.9345787500752,0.426,76.122,1354.9379940688332
growth,250,90,1.5,2,300.0,2500,875.7,0.2733333333333333,96.10333333333334,1618.2,0.374,104.436,1246.95
growth,250,90,1.5,2,600.0,-1,1077.9414093875912,0.342,77.04466666666667,1631.9345787500752,0.426,76.122,1354.9379940688332
growth,250,90,1.5,2,600.0,2500,875.7,0.2733333333333333,96.10333333333334,1618.2,0.374,104.436,1246.95
growth,250,90,1.5,2,1000000000.0,-1,1077.9414093875912,0.342,77.04466666666667,1631.9345787500752,0.426,76.122,1354.9379940688332
growth,250,90,1.5,2,1000000000.0,2500,875.7,0.2733333333333333,96.10333333333334,1618.2,0.374,104.436,1246.95
growth,250,90,2.0,1,300.0,-1,761.8000377649355,0.2753333333333333,90.262,1728.939742409842,0.456,99.33666666666667,1245.3698900873887
growth,250,90,2.0,1,300.0,2500,528.3,0.2,104.29666666666667,1475.1,0.408,130.62133333333333,1001.6999999999999
growth,250,90,2.0,1,600.0,-1,761.8000377649355,0.2753333333333333,90.262,1728.939742409842,0.456,99.33666666666667,1245.3698900873887
growth,250,90,2.0,1,600.0,2500,528.3,0.2,104.29666666666667,1475.1,0.408,130.62133333333333,1001.6999999999999
growth,250,90,2.0,1,1000000000.0,-1,761.8000377649355,0.2753333333333333,90.262,1728.939742409842,0.456,99.33666666666667,1245.3698900873887
growth,250,90,2.0,1,1000000000.0,2500,528.3,0.2,104.29666666666667,1475.1,0.408,130.62133333333333,1001.6999999999999
growth,250,90,2.0,2,300.0,-1,975.9013246928745,0.31466666666666665,69.40933333333334,1222.5153704247339,0.35933333333333334,60.49933333333333,1099.2083475588042
growth,250,90,2.0,2,300.0,2500,823.5,0.25533333333333336,90.41266666666667,1254.6,0.30733333333333335,88.52666666666667,1039.05
growth,250,90,2.0,2,600.0,-1,1053.793970865164,0.3313333333333333,75.41866666666667,1485.7515689543138,0.38133333333333336,70.49,1269.772769909739
growth,250,90,2.0,2,600.0,2500,905.4,0.2773333333333333,90.42466666666667,1452.6,0.33466666666666667,91.93333333333334,1179.0
growth,250,90,2.0,2,1000000000.0,-1,1053.793970865164,0.3313333333333333,75.41866666666667,1485.7515689543138,0.38133333333333336,70.49,1269.772769909739
growth,250,90,2.0,2,1000000000.0,2500,905.4,0.2773333333333333,90.42466666666667,1452.6,0.33466666666666667,91.93333333333334,1179.0
growth,250,90,3.0,1,300.0,-1,825.117626170726,0.29333333333333333,80.114,1755.410702515719,0.43533333333333335,88.11333333333333,1290.2641643432225
growth,250,90,3.0,1,300.0,2500,647.1,0.23,97.11133333333333,1667.7,0.3913333333333333,117.07666666666667,1157.4
growth,250,90,3.0,1,600.0,-1,825.117626170726,0.29333333333333333,80.114,1755.410702515719,0.43533333333333335,88.11333333333333,1290.2641643432225
growth,250,90,3.0,1,600.0,2500,647.1,0.23,97.11133333333333,1667.7,0.3913333333333333,117.07666666666667,1157.4
growth,250,90,3.0,1,1000000000.0,-1,825.117626170726,0.29333333333333333,80.114,1755.410702515719,0.43533333333333335,88.11333333333333,1290.2641643432225
growth,250,90,3.0,1,1000000000.0,2500,647.1,0.23,97.11133333333333,1667.7,0.3913333333333333,117.07666666666667,1157.4
growth,250,90,3.0,2,300.0,-1,926.9051175803523,0.308,60.15266666666667,1433.0614955898257,0.37933333333333336,52.42733333333333,1179.983306585089
growth,250,90,3.0,2,300.0,2500,868.5,0.25,79.67533333333333,1697.4,0.33,79.60666666666667,1282.95
growth,250,90,3.0,2,600.0,-1,786.6,0.298,67.92333333333333,1401.261412008386,0.38,70.23333333333333,1093.930706004193
growth,250,90,3.0,2,600.0,2500,685.8,0.246,79.51933333333334,1407.6,0.33066666666666666,86.22866666666667,1046.6999999999998
growth,250,90,3.0,2,1000000000.0,-1,786.6,0.298,67.92333333333333,1401.261412008386,0.38,70.23333333333333,1093.930706004193
growth,250,90,3.0,2,1000000000.0,2500,685.8,0.246,79.51933333333334,1407.6,0.33066666666666666,86.22866666666667,1046.6999999999998
growth,400,30,1.5,1,300.0,-1,351.9,0.14533333333333334,22.645333333333333,712.728144,0.26,28.825333333333333,532.314072
growth,400,30,1.5,1,300.0,2500,260.1,0.10266666666666667,25.751333333333335,732.6,0.19666666666666666,39.75,496.35
growth,400,30,1.5,1,600.0,-1,351.9,0.14533333333333334,22.645333333333333,712.728144,0.26,28.825333333333333,532.314072
growth,400,30,1.5,1,600.0,2500,260.1,0.10266666666666667,25.751333333333335,732.6,0.19666666666666666,39.75,496.35
growth,400,30,1.5,1,1000000000.0,-1,351.9,0.14533333333333334,22.645333333333333,712.728144,0.26,28.825333333333333,532.314072
growth,400,30,1.5,1,1000000000.0,2500,260.1,0.10266666666666667,25.751333333333335,732.6,0.19666666666666666,39.75,496.35
growth,400,30,1.5,2,300.0,-1,338.4,0.148,14.678,558.9,0.228,17.116,448.65
growth,400,30,1.5,2,300.0,2500,261.0,0.09933333333333333,17.176,468.9,0.158,21.075333333333333,364.95
growth,400,30,1.5,2,600.0,-1,257.4,0.12533333333333332,16.911333333333335,525.6,0.21133333333333335,24.502,391.5
growth,400,30,1.5,2,600.0,2500,235.8,0.10733333333333334,18.14666666666667,477.0,0.17333333333333334,26.49,356.4
growth,400,30,1.5,2,1000000000.0,-1,257.4,0.12533333333333332,16.911333333333335,525.6,0.21133333333333335,24.502,391.5
growth,400,30,1.5,2,1000000000.0,2500,235.8,0.10733333333333334,18.14666666666667,477.0,0.17333333333333334,26.49,356.4
growth,400,30,2.0,1,300.0,-1,364.5,0.162,20.807333333333332,915.3,0.2853333333333333,28.97,639.9
growth,400,30,2.0,1,300.0,2500,296.1,0.11533333333333333,23.822666666666667,969.3,0.23066666666666666,36.92333333333333,632.7
growth,400,30,2.0,1,600.0,-1,364.5,0.162,20.807333333333332,915.3,0.2853333333333333,28.97,639.9
growth,400,30,2.0,1,600.0,2500,296.1,0.11533333333333333,23.822666666666667,969.3,0.23066666666666666,36.92333333333333,632.7
growth,400,30,2.0,1,1000000000.0,-1,364.5,0.162,20.807333333333332,915.3,0.2853333333333333,28.97,639.9
growth,400,30,2.0,1,1000000000.0,2500,296.1,0.11533333333333333,23.822666666666667,969.3,0.23066666666666666,36.92333333333333,632.7
growth,400,30,2.0,2,300.0,-1,378.9,0.16533333333333333,12.868,615.6,0.23733333333333334,15.310666666666666,497.25
