tipo,modo,t_ini,S,T,rr,R,K,G,L,rfrac,colchon,cons_ev,cons_pcobra,cons_nret,cons_dias,cons_pap,cons_neto_cupo,cons_neto_año,opt_ev,opt_pcobra,opt_nret,opt_dias,opt_pap,opt_neto_cupo,opt_neto_año,min_neto_cupo,min_neto_año,min_pcobra,rr_b
growth,1,1,7.75,6.75,0.8709677419354839,87.9642813252107,1,1000000000.0,175.9285626504214,0.5,1000.0,0.0,0.0,0.0,250.0,0.4027,-230.94114725602185,-231.40027478535788,0.0,0.0,0.0,250.0,0.39055,-238.12572013826653,-238.59913111269648,-238.12572013826653,-238.59913111269648,0.0,0.6-1
select_flex,3,16,17.5,6.0,0.3428571428571428,116.2475482863598,8,150.0,116.2475482863598,0.1,-1.0,0.7214400000000001,0.0028571428571428,0.0028571428571428,250.0,0.2099,-470.9317281753216,-442.8164011200785,0.0,0.0,0.0,250.0,0.1834,-539.8037077426391,-507.5766207132278,-539.8037077426391,-507.5766207132278,0.0,0.3-0.6 (WR alto)
growth,2,31,70.0,44.5,0.6357142857142857,267.13632237710164,1,1000000000.0,1000000000.0,0.25,1000.0,0.0,0.0,0.0,250.0,0.3915,-237.5478927203065,-238.0201549324741,0.0,0.0,0.0,250.0,0.39775,-233.8152105593966,-234.2800519322781,-237.5478927203065,-238.0201549324741,0.0,0.6-1
select_flex,2,31,86.25,20.0,0.2318840579710145,365.1187157460255,5,900.0,1000000000.0,0.5,-1.0,454.7429219358536,0.5142857142857142,0.8814285714285715,249.33285714285716,0.3128,138.24675825298914,130.31762519612937,408.89988319743424,0.4685714285714286,0.7928571428571428,250.0,0.31945,98.99222941749996,93.08224557167907,98.99222941749996,93.08224557167907,0.4685714285714286,<0.3 (WR muy alto)
growth,3,16,47.25,50.25,1.0634920634920637,160.96663870590794,2,150.0,160.96663870590794,0.0,1000.0,144.64285714285714,0.1057142857142857,0.1071428571428571,187.59714285714287,0.3558,-116.7399421826066,-155.57329415728728,32.785714285714285,0.0214285714285714,0.0242857142857142,150.81142857142856,0.36055,-225.15354517899243,-372.5176365114171,-225.15354517899243,-372.5176365114171,0.0214285714285714,1-2
select_flex,1,1,11.5,1.75,0.1521739130434782,139.6905684110862,8,900.0,139.6905684110862,0.25,-1.0,0.0,0.0,0.0,250.0,0.3276,-302.1978021978022,-284.1561423650976,0.0,0.0,0.0,250.0,0.29715,-333.1650681474003,-313.2746163177047,-333.1650681474003,-313.2746163177047,0.0,<0.3 (WR muy alto)
growth,1,1,92.75,32.25,0.3477088948787062,293.4200901452144,2,225.0,1000000000.0,0.25,-1.0,0.0,0.0,0.0,250.0,0.4027,-230.94114725602185,-231.40027478535788,0.0,0.0,0.0,250.0,0.39055,-238.12572013826653,-238.59913111269648,-238.12572013826653,-238.59913111269648,0.0,0.3-0.6 (WR alto)
select_flex,0,1,64.0,33.5,0.5234375,74.70482500384125,5,900.0,1000000000.0,0.1,-1.0,0.0,0.0,0.0,250.0,0.2908,-340.4401650618982,-320.11537908805354,0.0,0.0,0.0,250.0,0.31655,-312.74680145316694,-294.07535062014205,-340.4401650618982,-320.11537908805354,0.0,0.3-0.6 (WR alto)
growth,1,1,12.25,26.0,2.122448979591837,138.55758737547865,3,150.0,138.55758737547865,0.1,2500.0,115.71428571428572,0.0642857142857142,0.0857142857142857,250.0,0.4027,-115.22686154173614,-115.45594078933402,5.785714285714286,0.0042857142857142,0.0042857142857142,250.0,0.39055,-232.34000585255225,-232.8019144128953,-232.34000585255225,-232.8019144128953,0.0042857142857142,2-3.5
select_flex,2,16,8.5,5.25,0.6176470588235294,81.11234241532756,1,150.0,162.22468483065512,0.1,-1.0,0.0,0.0,0.0,250.0,0.306,-323.5294117647059,-304.2142230026339,0.0,0.0,0.0,250.0,0.4259,-232.4489316741019,-218.57138351445403,-323.5294117647059,-304.2142230026339,0.0,0.6-1
growth,2,16,105.75,412.25,3.898345153664303,51.42961910503407,8,1000000000.0,51.42961910503407,0.0,-1.0,0.0,0.0,0.0,250.0,0.3891,-239.01310717039323,-239.48828233375386,0.0,0.0,0.0,250.0,0.43365,-214.45866482186096,-214.8850239964571,-239.01310717039323,-239.48828233375386,0.0,>3.5 (WR bajo)
select_flex,3,16,14.5,24.0,1.6551724137931034,461.1101820292224,2,1000000000.0,461.1101820292224,0.5,-1.0,435.2117150174555,0.34,0.4828571428571429,248.99428571428567,0.2099,-36.44145315786608,-34.394916622333156,292.2632365178571,0.2557142857142857,0.3371428571428571,248.3142857142857,0.1834,-247.540471224782,-234.2352704862759,-247.540471224782,-234.2352704862759,0.2557142857142857,1-2
growth,2,31,39.5,71.25,1.8037974683544304,52.44235406786958,2,225.0,104.88470813573916,0.1,-1.0,0.0,0.0,0.0,250.0,0.3915,-237.5478927203065,-238.0201549324741,0.0,0.0,0.0,250.0,0.39775,-233.8152105593966,-234.2800519322781,-237.5478927203065,-238.0201549324741,0.0,1-2
select_flex,2,16,31.0,19.0,0.6129032258064516,284.7586191313539,1,450.0,569.5172382627078,0.0,-1.0,0.0,0.0,0.0,53.831428571428575,0.306,-323.5294117647059,-1135.0103065767894,0.0,0.0,0.0,89.05714285714286,0.4259,-232.4489316741019,-547.1576133881982,-323.5294117647059,-1135.0103065767894,0.0,0.6-1
growth,2,16,90.25,18.0,0.1994459833795014,106.81697486401808,8,225.0,1000000000.0,0.25,2500.0,0.0,0.0,0.0,250.0,0.3891,-239.01310717039323,-239.48828233375386,0.0,0.0,0.0,250.0,0.43365,-214.45866482186096,-214.8850239964571,-239.01310717039323,-239.48828233375386,0.0,<0.3 (WR muy alto)
select_flex,2,31,11.25,20.75,1.8444444444444448,551.7136751680549,5,900.0,1103.4273503361098,0.0,-1.0,417.9874167619431,0.1571428571428571,0.2428571428571428,9.16,0.3128,101.49125307907866,941.6714203213484,211.4736878571429,0.1,0.13,7.925714285714286,0.31945,-98.43396592279136,-956.7859592671587,-98.43396592279136,-956.7859592671587,0.1,1-2
growth,2,16,87.75,273.75,3.11965811965812,80.48514545382085,2,225.0,160.9702909076417,0.0,-1.0,0.0,0.0,0.0,250.0,0.3891,-239.01310717039323,-239.48828233375386,0.0,0.0,0.0,250.0,0.43365,-214.45866482186096,-214.8850239964571,-239.01310717039323,-239.48828233375386,0.0,2-3.5
select_flex,2,31,6.5,2.0,0.3076923076923077,100.43579095798684,3,225.0,1000000000.0,0.1,-1.0,0.0,0.0,0.0,250.0,0.3128,-316.49616368286445,-297.6008703286636,0.0,0.0,0.0,250.0,0.31945,-309.90765377993426,-291.4057043005352,-316.49616368286445,-297.6008703286636,0.0,0.3-0.6 (WR alto)
growth,2,16,10.25,5.5,0.5365853658536586,213.88802668212867,1,900.0,1000000000.0,0.1,2500.0,0.0,0.0,0.0,250.0,0.3891,-239.01310717039323,-239.48828233375386,0.0,0.0,0.0,250.0,0.43365,-214.45866482186096,-214.8850239964571,-239.01310717039323,-239.48828233375386,0.0,0.3-0.6 (WR alto)
select_flex,2,16,15.25,14.5,0.9508196721311476,1105.3051657819635,1,450.0,1105.3051657819635,0.5,-1.0,312.05731017857147,0.2657142857142857,0.3785714285714285,245.65142857142857,0.306,-11.472101586134444,-10.965120179209105,330.29024564732146,0.2914285714285714,0.4342857142857143,247.3957142857143,0.4259,97.84131397321954,92.90282319596037,-11.472101586134444,-10.965120179209105,0.2657142857142857,0.6-1
