tipo,size,fr,R,S,rr,K,G,L,reserva,ev,p_cobra,n_ret,quiebra,dias,sd
select_flex,25,0.1,100.0,40,2.0,2,1000000000.0,100.0,0,283.7476954617096,0.4355,0.6905,0.956,49.12,462.6837693333
select_flex,25,0.1,100.0,40,2.0,2,1000000000.0,100.0,500,283.7476954617096,0.4355,0.6905,0.956,49.12,462.6837693333
select_flex,25,0.1,100.0,40,2.0,2,1000000000.0,200.0,0,251.24839145683242,0.3635,0.5285,0.9775,36.3365,459.807084509715
select_flex,25,0.1,100.0,40,2.0,2,1000000000.0,200.0,500,251.24839145683242,0.3635,0.5285,0.9775,36.3365,459.807084509715
select_flex,25,0.1,100.0,40,2.0,2,1000000000.0,1000000000.0,0,251.24839145683242,0.3635,0.5285,0.9775,36.3365,459.807084509715
select_flex,25,0.1,100.0,40,2.0,2,1000000000.0,1000000000.0,500,251.24839145683242,0.3635,0.5285,0.9775,36.3365,459.807084509715
select_flex,25,0.1,100.0,40,2.0,3,100.0,100.0,0,337.6886467905301,0.5185,1.2135,0.928,55.5,467.11430782656583
select_flex,25,0.1,100.0,40,2.0,3,100.0,100.0,500,337.6886467905301,0.5185,1.2135,0.928,55.5,467.11430782656583
select_flex,25,0.1,100.0,40,2.0,3,100.0,200.0,0,344.00217767432207,0.5125,1.1155,0.9915,32.3395,502.9005197261392
select_flex,25,0.1,100.0,40,2.0,3,100.0,200.0,500,344.00217767432207,0.5125,1.1155,0.9915,32.3395,502.9005197261392
select_flex,25,0.1,100.0,40,2.0,3,100.0,1000000000.0,0,323.62781679637646,0.4915,1.014,0.996,26.2895,468.2311327690546
select_flex,25,0.1,100.0,40,2.0,3,100.0,1000000000.0,500,323.62781679637646,0.4915,1.014,0.996,26.2895,468.2311327690546
select_flex,25,0.1,100.0,40,2.0,3,200.0,100.0,0,325.45567838189777,0.4795,0.879,0.9825,41.6225,503.4318350539903
select_flex,25,0.1,100.0,40,2.0,3,200.0,100.0,500,325.45567838189777,0.4795,0.879,0.9825,41.6225,503.4318350539903
select_flex,25,0.1,100.0,40,2.0,3,200.0,200.0,0,327.7352325698884,0.4745,0.854,0.9925,27.989,525.6326831981164
select_flex,25,0.1,100.0,40,2.0,3,200.0,200.0,500,327.7352325698884,0.4745,0.854,0.9925,27.989,525.6326831981164
select_flex,25,0.1,100.0,40,2.0,3,200.0,1000000000.0,0,306.01051316808605,0.4485,0.7695,0.9925,24.855,524.6159503937329
select_flex,25,0.1,100.0,40,2.0,3,200.0,1000000000.0,500,306.01051316808605,0.4485,0.7695,0.9925,24.855,524.6159503937329
select_flex,25,0.1,100.0,40,2.0,3,400.0,100.0,0,326.30056224735756,0.471,0.8505,0.9805,40.89,543.3817897418429
select_flex,25,0.1,100.0,40,2.0,3,400.0,100.0,500,326.30056224735756,0.471,0.8505,0.9805,40.89,543.3817897418429
select_flex,25,0.1,100.0,40,2.0,3,400.0,200.0,0,307.22755621088845,0.46,0.793,0.995,27.3215,509.48474794898635
select_flex,25,0.1,100.0,40,2.0,3,400.0,200.0,500,307.22755621088845,0.46,0.793,0.995,27.3215,509.48474794898635
select_flex,25,0.1,100.0,40,2.0,3,400.0,1000000000.0,0,310.2306940078672,0.451,0.759,0.991,24.5315,518.7655747501531
select_flex,25,0.1,100.0,40,2.0,3,400.0,1000000000.0,500,310.2306940078672,0.451,0.759,0.991,24.5315,518.7655747501531
select_flex,25,0.1,100.0,40,2.0,3,1000000000.0,100.0,0,326.30056224735756,0.471,0.8505,0.9805,40.89,543.3817897418429
select_flex,25,0.1,100.0,40,2.0,3,1000000000.0,100.0,500,326.30056224735756,0.471,0.8505,0.9805,40.89,543.3817897418429
select_flex,25,0.1,100.0,40,2.0,3,1000000000.0,200.0,0,307.22755621088845,0.46,0.793,0.995,27.3215,509.48474794898635
select_flex,25,0.1,100.0,40,2.0,3,1000000000.0,200.0,500,307.22755621088845,0.46,0.793,0.995,27.3215,509.48474794898635
select_flex,25,0.1,100.0,40,2.0,3,1000000000.0,1000000000.0,0,310.2306940078672,0.451,0.759,0.991,24.5315,518.7655747501531
select_flex,25,0.1,100.0,40,2.0,3,1000000000.0,1000000000.0,500,310.2306940078672,0.451,0.759,0.991,24.5315,518.7655747501531
select_flex,25,0.1,100.0,40,3.0,1,100.0,100.0,0,322.09341070779965,0.5035,0.9825,0.9775,41.488,466.9567055849004
select_flex,25,0.1,100.0,40,3.0,1,100.0,100.0,500,322.09341070779965,0.5035,0.9825,0.9775,41.488,466.9567055849004
select_flex,25,0.1,100.0,40,3.0,1,100.0,200.0,0,322.09341070779965,0.5035,0.9825,0.9775,41.488,466.9567055849004
select_flex,25,0.1,100.0,40,3.0,1,100.0,200.0,500,322.09341070779965,0.5035,0.9825,0.9775,41.488,466.9567055849004
select_flex,25,0.1,100.0,40,3.0,1,100.0,1000000000.0,0,322.09341070779965,0.5035,0.9825,0.9775,41.488,466.9567055849004
select_flex,25,0.1,100.0,40,3.0,1,100.0,1000000000.0,500,322.09341070779965,0.5035,0.9825,0.9775,41.488,466.9567055849004
select_flex,25,0.1,100.0,40,3.0,1,200.0,100.0,0,322.09341070779965,0.5035,0.9825,0.9775,41.488,466.9567055849004
select_flex,25,0.1,100.0,40,3.0,1,200.0,100.0,500,322.09341070779965,0.5035,0.9825,0.9775,41.488,466.9567055849004
select_flex,25,0.1,100.0,40,3.0,1,200.0,200.0,0,322.09341070779965,0.5035,0.9825,0.9775,41.488,466.9567055849004
select_flex,25,0.1,100.0,40,3.0,1,200.0,200.0,500,322.09341070779965,0.5035,0.9825,0.9775,41.488,466.9567055849004
select_flex,25,0.1,100.0,40,3.0,1,200.0,1000000000.0,0,322.09341070779965,0.5035,0.9825,0.9775,41.488,466.9567055849004
select_flex,25,0.1,100.0,40,3.0,1,200.0,1000000000.0,500,322.09341070779965,0.5035,0.9825,0.9775,41.488,466.9567055849004
select_flex,25,0.1,100.0,40,3.0,1,400.0,100.0,0,322.09341070779965,0.5035,0.9825,0.9775,41.488,466.9567055849004
select_flex,25,0.1,100.0,40,3.0,1,400.0,100.0,500,322.09341070779965,0.5035,0.9825,0.9775,41.488,466.9567055849004
select_flex,25,0.1,100.0,40,3.0,1,400.0,200.0,0,322.09341070779965,0.5035,0.9825,0.9775,41.488,466.9567055849004
select_flex,25,0.1,100.0,40,3.0,1,400.0,200.0,500,322.09341070779965,0.5035,0.9825,0.9775,41.488,466.9567055849004
select_flex,25,0.1,100.0,40,3.0,1,400.0,1000000000.0,0,322.09341070779965,0.5035,0.9825,0.9775,41.488,466.9567055849004
select_flex,25,0.1,100.0,40,3.0,1,400.0,1000000000.0,500,322.09341070779965,0.5035,0.9825,0.9775,41.488,466.9567055849004
select_flex,25,0.1,100.0,40,3.0,1,1000000000.0,100.0,0,322.09341070779965,0.5035,0.9825,0.9775,41.488,466.9567055849004
select_flex,25,0.1,100.0,40,3.0,1,1000000000.0,100.0,500,322.09341070779965,0.5035,0.9825,0.9775,41.488,466.9567055849004
select_flex,25,0.1,100.0,40,3.0,1,1000000000.0,200.0,0,322.09341070779965,0.5035,0.9825,0.9775,41.488,466.9567055849004
select_flex,25,0.1,100.0,40,3.0,1,1000000000.0,200.0,500,322.09341070779965,0.5035,0.9825,0.9775,41.488,466.9567055849004
select_flex,25,0.1,100.0,40,3.0,1,1000000000.0,1000000000.0,0,322.09341070779965,0.5035,0.9825,0.9775,41.488,466.9567055849004
select_flex,25,0.1,100.0,40,3.0,1,1000000000.0,1000000000.0,500,322.09341070779965,0.5035,0.9825,0.9775,41.488,466.9567055849004
select_flex,25,0.1,100.0,40,3.0,2,100.0,100.0,0,322.09341070779965,0.5035,0.9825,0.9775,41.488,466.9567055849004
select_flex,25,0.1,100.0,40,3.0,2,100.0,100.0,500,322.09341070779965,0.5035,0.9825,0.9775,41.488,466.9567055849004
select_flex,25,0.1,100.0,40,3.0,2,100.0,200.0,0,375.478856925414,0.537,1.117,0.9885,26.08,539.5786783682153
select_flex,25,0.1,100.0,40,3.0,2,100.0,200.0,500,375.478856925414,0.537,1.117,0.9885,26.08,539.5786783682153
select_flex,25,0.1,100.0,40,3.0,2,100.0,1000000000.0,0,375.478856925414,0.537,1.117,0.9885,26.08,539.5786783682153
select_flex,25,0.1,100.0,40,3.0,2,100.0,1000000000.0,500,375.478856925414,0.537,1.117,0.9885,26.08,539.5786783682153
select_flex,25,0.1,100.0,40,3.0,2,200.0,100.0,0,322.09341070779965,0.5035,0.9825,0.9775,41.488,466.9567055849004
select_flex,25,0.1,100.0,40,3.0,2,200.0,100.0,500,322.09341070779965,0.5035,0.9825,0.9775,41.488,466.9567055849004
select_flex,25,0.1,100.0,40,3.0,2,200.0,200.0,0,375.478856925414,0.537,1.117,0.9885,26.08,539.5786783682153
select_flex,25,0.1,100.0,40,3.0,2,200.0,200.0,500,375.478856925414,0.537,1.117,0.9885,26.08,539.5786783682153
select_flex,25,0.1,100.0,40,3.0,2,200.0,1000000000.0,0,375.478856925414,0.537,1.117,0.9885,26.08,539.5786783682153
select_flex,25,0.1,100.0,40,3.0,2,200.0,1000000000.0,500,375.478856925414,0.537,1.117,0.9885,26.08,539.5786783682153
select_flex,25,0.1,100.0,40,3.0,2,400.0,100.0,0,332.33790462217894,0.4665,0.883,0.9865,37.3845,541.8580047390426
select_flex,25,0.1,100.0,40,3.0,2,400.0,100.0,500,332.33790462217894,0.4665,0.883,0.9865,37.3845,541.8580047390426
select_flex,25,0.1,100.0,40,3.0,2,400.0,200.0,0,348.3287837246923,0.506,0.99,0.9905,24.4435,521.9837939573789
select_flex,25,0.1,100.0,40,3.0,2,400.0,200.0,500,348.3287837246923,0.506,0.99,0.9905,24.4435,521.9837939573789
select_flex,25,0.1,100.0,40,3.0,2,400.0,1000000000.0,0,348.3287837246923,0.506,0.99,0.9905,24.4435,521.9837939573789
select_flex,25,0.1,100.0,40,3.0,2,400.0,1000000000.0,500,348.3287837246923,0.506,0.99,0.9905,24.4435,521.9837939573789
select_flex,25,0.1,100.0,40,3.0,2,1000000000.0,100.0,0,332.33790462217894,0.4665,0.883,0.9865,37.3845,541.8580047390426
select_flex,25,0.1,100.0,40,3.0,2,1000000000.0,100.0,500,332.33790462217894,0.4665,0.883,0.9865,37.3845,541.8580047390426
select_flex,25,0.1,100.0,40,3.0,2,1000000000.0,200.0,0,348.3287837246923,0.506,0.99,0.9905,24.4435,521.9837939573789
select_flex,25,0.1,100.0,40,3.0,2,1000000000.0,200.0,500,348.3287837246923,0.506,0.99,0.9905,24.4435,521.9837939573789
select_flex,25,0.1,100.0,40,3.0,2,1000000000.0,1000000000.0,0,348.3287837246923,0.506,0.99,0.9905,24.4435,521.9837939573789
select_flex,25,0.1,100.0,40,3.0,2,1000000000.0,1000000000.0,500,348.3287837246923,0.506,0.99,0.9905,24.4435,521.9837939573789
select_flex,25,0.1,100.0,40,3.0,3,100.0,100.0,0,322.09341070779965,0.5035,0.9825,0.9775,41.488,466.9567055849004
select_flex,25,0.1,100.0,40,3.0,3,100.0,100.0,500,322.09341070779965,0.5035,0.9825,0.9775,41.488,466.9567055849004
select_flex,25,0.1,100.0,40,3.0,3,100.0,200.0,0,375.478856925414,0.537,1.117,0.9885,26.08,539.5786783682153
select_flex,25,0.1,100.0,40,3.0,3,100.0,200.0,500,375.478856925414,0.537,1.117,0.9885,26.08,539.5786783682153
select_flex,25,0.1,100.0,40,3.0,3,100.0,1000000000.0,0,349.6663690569566,0.4935,0.957,0.9915,20.6415,545.8717347084703
select_flex,25,0.1,100.0,40,3.0,3,100.0,1000000000.0,500,349.6663690569566,0.4935,0.957,0.9915,20.6415,545.8717347084703
select_flex,25,0.1,100.0,40,3.0,3,200.0,100.0,0,322.09341070779965,0.5035,0.9825,0.9775,41.488,466.9567055849004
select_flex,25,0.1,100.0,40,3.0,3,200.0,100.0,500,322.09341070779965,0.5035,0.9825,0.9775,41.488,466.9567055849004
select_flex,25,0.1,100.0,40,3.0,3,200.0,200.0,0,320.8500972029239,0.4675,0.83,0.9905,24.957,531.2103657890842
select_flex,25,0.1,100.0,40,3.0,3,200.0,200.0,500,320.8500972029239,0.4675,0.83,0.9905,24.957,531.2103657890842
select_flex,25,0.1,100.0,40,3.0,3,200.0,1000000000.0,0,334.7004988029415,0.4425,0.769,0.991,21.3935,584.6730794059984
select_flex,25,0.1,100.0,40,3.0,3,200.0,1000000000.0,500,334.7004988029415,0.4425,0.769,0.991,21.3935,584.6730794059984
select_flex,25,0.1,100.0,40,3.0,3,400.0,100.0,0,300.7995259753037,0.3875,0.6055,0.973,38.6365,565.6163883289421
select_flex,25,0.1,100.0,40,3.0,3,400.0,100.0,500,300.7995259753037,0.3875,0.6055,0.973,38.6365,565.6163883289421
select_flex,25,0.1,100.0,40,3.0,3,400.0,200.0,0,303.19184629811446,0.3465,0.545,0.9895,25.5585,646.1115716454733
select_flex,25,0.1,100.0,40,3.0,3,400.0,200.0,500,303.19184629811446,0.3465,0.545,0.9895,25.5585,646.1115716454733
select_flex,25,0.1,100.0,40,3.0,3,400.0,1000000000.0,0,287.6416946619419,0.3085,0.474,0.988,22.1705,654.0855701126163
select_flex,25,0.1,100.0,40,3.0,3,400.0,1000000000.0,500,287.6416946619419,0.3085,0.474,0.988,22.1705,654.0855701126163
select_flex,25,0.1,100.0,40,3.0,3,1000000000.0,100.0,0,288.7114363156205,0.3685,0.568,0.973,37.766,555.3211121104885
select_flex,25,0.1,100.0,40,3.0,3,1000000000.0,100.0,500,288.7114363156205,0.3685,0.568,0.973,37.766,555.3211121104885
select_flex,25,0.1,100.0,40,3.0,3,1000000000.0,200.0,0,302.1872023970303,0.3405,0.5395,0.9895,24.9785,641.0370047657068
select_flex,25,0.1,100.0,40,3.0,3,1000000000.0,200.0,500,302.1872023970303,0.3405,0.5395,0.9895,24.9785,641.0370047657068
select_flex,25,0.1,100.0,40,3.0,3,1000000000.0,1000000000.0,0,298.78165493774736,0.311,0.482,0.991,22.2805,673.383017089978
select_flex,25,0.1,100.0,40,3.0,3,1000000000.0,1000000000.0,500,298.78165493774736,0.311,0.482,0.991,22.2805,673.383017089978
select_flex,25,0.2,200.0,10,0.5,1,100.0,200.0,0,0.0,0.0,0.0,0.979,12.4395,0.0
select_flex,25,0.2,200.0,10,0.5,1,100.0,200.0,500,0.0,0.0,0.0,0.979,12.4395,0.0
select_flex,25,0.2,200.0,10,0.5,1,100.0,400.0,0,0.0,0.0,0.0,0.979,12.4395,0.0
select_flex,25,0.2,200.0,10,0.5,1,100.0,400.0,500,0.0,0.0,0.0,0.979,12.4395,0.0
select_flex,25,0.2,200.0,10,0.5,1,100.0,1000000000.0,0,0.0,0.0,0.0,0.979,12.4395,0.0
select_flex,25,0.2,200.0,10,0.5,1,100.0,1000000000.0,500,0.0,0.0,0.0,0.979,12.4395,0.0
select_flex,25,0.2,200.0,10,0.5,1,200.0,200.0,0,0.0,0.0,0.0,0.979,12.4395,0.0
select_flex,25,0.2,200.0,10,0.5,1,200.0,200.0,500,0.0,0.0,0.0,0.979,12.4395,0.0
select_flex,25,0.2,200.0,10,0.5,1,200.0,400.0,0,0.0,0.0,0.0,0.979,12.4395,0.0
select_flex,25,0.2,200.0,10,0.5,1,200.0,400.0,500,0.0,0.0,0.0,0.979,12.4395,0.0
select_flex,25,0.2,200.0,10,0.5,1,200.0,1000000000.0,0,0.0,0.0,0.0,0.979,12.4395,0.0
select_flex,25,0.2,200.0,10,0.5,1,200.0,1000000000.0,500,0.0,0.0,0.0,0.979,12.4395,0.0
select_flex,25,0.2,200.0,10,0.5,1,400.0,200.0,0,0.0,0.0,0.0,0.979,12.4395,0.0
select_flex,25,0.2,200.0,10,0.5,1,400.0,200.0,500,0.0,0.0,0.0,0.979,12.4395,0.0
select_flex,25,0.2,200.0,10,0.5,1,400.0,400.0,0,0.0,0.0,0.0,0.979,12.4395,0.0
select_flex,25,0.2,200.0,10,0.5,1,400.0,400.0,500,0.0,0.0,0.0,0.979,12.4395,0.0
select_flex,25,0.2,200.0,10,0.5,1,400.0,1000000000.0,0,0.0,0.0,0.0,0.979,12.4395,0.0
select_flex,25,0.2,200.0,10,0.5,1,400.0,1000000000.0,500,0.0,0.0,0.0,0.979,12.4395,0.0
select_flex,25,0.2,200.0,10,0.5,1,1000000000.0,200.0,0,0.0,0.0,0.0,0.979,12.4395,0.0
select_flex,25,0.2,200.0,10,0.5,1,1000000000.0,200.0,500,0.0,0.0,0.0,0.979,12.4395,0.0
select_flex,25,0.2,200.0,10,0.5,1,1000000000.0,400.0,0,0.0,0.0,0.0,0.979,12.4395,0.0
select_flex,25,0.2,200.0,10,0.5,1,1000000000.0,400.0,500,0.0,0.0,0.0,0.979,12.4395,0.0
select_flex,25,0.2,200.0,10,0.5,1,1000000000.0,1000000000.0,0,0.0,0.0,0.0,0.979,12.4395,0.0
select_flex,25,0.2,200.0,10,0.5,1,1000000000.0,1000000000.0,500,0.0,0.0,0.0,0.979,12.4395,0.0
select_flex,25,0.2,200.0,10,0.5,2,100.0,200.0,0,0.0,0.0,0.0,0.9715,11.037,0.0
select_flex,25,0.2,200.0,10,0.5,2,100.0,200.0,500,0.0,0.0,0.0,0.9715,11.037,0.0
select_flex,25,0.2,200.0,10,0.5,2,100.0,400.0,0,0.0,0.0,0.0,0.981,7.5945,0.0
select_flex,25,0.2,200.0,10,0.5,2,100.0,400.0,500,0.0,0.0,0.0,0.981,7.5945,0.0
select_flex,25,0.2,200.0,10,0.5,2,100.0,1000000000.0,0,0.0,0.0,0.0,0.981,7.5945,0.0
select_flex,25,0.2,200.0,10,0.5,2,100.0,1000000000.0,500,0.0,0.0,0.0,0.981,7.5945,0.0
select_flex,25,0.2,200.0,10,0.5,2,200.0,200.0,0,0.0,0.0,0.0,0.9715,11.037,0.0
select_flex,25,0.2,200.0,10,0.5,2,200.0,200.0,500,0.0,0.0,0.0,0.9715,11.037,0.0
select_flex,25,0.2,200.0,10,0.5,2,200.0,400.0,0,0.0,0.0,0.0,0.981,7.5945,0.0
select_flex,25,0.2,200.0,10,0.5,2,200.0,400.0,500,0.0,0.0,0.0,0.981,7.5945,0.0
select_flex,25,0.2,200.0,10,0.5,2,200.0,1000000000.0,0,0.0,0.0,0.0,0.981,7.5945,0.0
select_flex,25,0.2,200.0,10,0.5,2,200.0,1000000000.0,500,0.0,0.0,0.0,0.981,7.5945,0.0
select_flex,25,0.2,200.0,10,0.5,2,400.0,200.0,0,0.0,0.0,0.0,0.9715,11.037,0.0
select_flex,25,0.2,200.0,10,0.5,2,400.0,200.0,500,0.0,0.0,0.0,0.9715,11.037,0.0
select_flex,25,0.2,200.0,10,0.5,2,400.0,400.0,0,0.0,0.0,0.0,0.981,7.5945,0.0
select_flex,25,0.2,200.0,10,0.5,2,400.0,400.0,500,0.0,0.0,0.0,0.981,7.5945,0.0
select_flex,25,0.2,200.0,10,0.5,2,400.0,1000000000.0,0,0.0,0.0,0.0,0.981,7.5945,0.0
select_flex,25,0.2,200.0,10,0.5,2,400.0,1000000000.0,500,0.0,0.0,0.0,0.981,7.5945,0.0
select_flex,25,0.2,200.0,10,0.5,2,1000000000.0,200.0,0,0.0,0.0,0.0,0.9715,11.037,0.0
select_flex,25,0.2,200.0,10,0.5,2,1000000000.0,200.0,500,0.0,0.0,0.0,0.9715,11.037,0.0
select_flex,25,0.2,200.0,10,0.5,2,1000000000.0,400.0,0,0.0,0.0,0.0,0.981,7.5945,0.0
select_flex,25,0.2,200.0,10,0.5,2,1000000000.0,400.0,500,0.0,0.0,0.0,0.981,7.5945,0.0
select_flex,25,0.2,200.0,10,0.5,2,1000000000.0,1000000000.0,0,0.0,0.0,0.0,0.981,7.5945,0.0
select_flex,25,0.2,200.0,10,0.5,2,1000000000.0,1000000000.0,500,0.0,0.0,0.0,0.981,7.5945,0.0
select_flex,25,0.2,200.0,10,0.5,3,100.0,200.0,0,0.0,0.0,0.0,0.9845,9.2545,0.0
select_flex,25,0.2,200.0,10,0.5,3,100.0,200.0,500,0.0,0.0,0.0,0.9845,9.2545,0.0
select_flex,25,0.2,200.0,10,0.5,3,100.0,400.0,0,0.0,0.0,0.0,0.993,5.3715,0.0
select_flex,25,0.2,200.0,10,0.5,3,100.0,400.0,500,0.0,0.0,0.0,0.993,5.3715,0.0
select_flex,25,0.2,200.0,10,0.5,3,100.0,1000000000.0,0,0.0,0.0,0.0,0.98,6.4175,0.0
select_flex,25,0.2,200.0,10,0.5,3,100.0,1000000000.0,500,0.0,0.0,0.0,0.98,6.4175,0.0
select_flex,25,0.2,200.0,10,0.5,3,200.0,200.0,0,0.0,0.0,0.0,0.977,9.6315,0.0
select_flex,25,0.2,200.0,10,0.5,3,200.0,200.0,500,0.0,0.0,0.0,0.977,9.6315,0.0
select_flex,25,0.2,200.0,10,0.5,3,200.0,400.0,0,0.0,0.0,0.0,0.987,5.8985,0.0
select_flex,25,0.2,200.0,10,0.5,3,200.0,400.0,500,0.0,0.0,0.0,0.987,5.8985,0.0
select_flex,25,0.2,200.0,10,0.5,3,200.0,1000000000.0,0,0.0,0.0,0.0,0.977,6.6015,0.0
select_flex,25,0.2,200.0,10,0.5,3,200.0,1000000000.0,500,0.0,0.0,0.0,0.977,6.6015,0.0
select_flex,25,0.2,200.0,10,0.5,3,400.0,200.0,0,0.0,0.0,0.0,0.977,9.6315,0.0
select_flex,25,0.2,200.0,10,0.5,3,400.0,200.0,500,0.0,0.0,0.0,0.977,9.6315,0.0
select_flex,25,0.2,200.0,10,0.5,3,400.0,400.0,0,0.0,0.0,0.0,0.987,5.8985,0.0
select_flex,25,0.2,200.0,10,0.5,3,400.0,400.0,500,0.0,0.0,0.0,0.987,5.8985,0.0
select_flex,25,0.2,200.0,10,0.5,3,400.0,1000000000.0,0,0.0,0.0,0.0,0.977,6.6015,0.0
select_flex,25,0.2,200.0,10,0.5,3,400.0,1000000000.0,500,0.0,0.0,0.0,0.977,6.6015,0.0
select_flex,25,0.2,200.0,10,0.5,3,1000000000.0,200.0,0,0.0,0.0,0.0,0.977,9.6315,0.0
select_flex,25,0.2,200.0,10,0.5,3,1000000000.0,200.0,500,0.0,0.0,0.0,0.977,9.6315,0.0
select_flex,25,0.2,200.0,10,0.5,3,1000000000.0,400.0,0,0.0,0.0,0.0,0.987,5.8985,0.0
select_flex,25,0.2,200.0,10,0.5,3,1000000000.0,400.0,500,0.0,0.0,0.0,0.987,5.8985,0.0
select_flex,25,0.2,200.0,10,0.5,3,1000000000.0,1000000000.0,0,0.0,0.0,0.0,0.977,6.6015,0.0
select_flex,25,0.2,200.0,10,0.5,3,1000000000.0,1000000000.0,500,0.0,0.0,0.0,0.977,6.6015,0.0
select_flex,25,0.2,200.0,10,1.0,1,100.0,200.0,0,7.315613999999999,0.0275,0.029,0.9915,13.3095,44.66649649429653
select_flex,25,0.2,200.0,10,1.0,1,100.0,200.0,500,7.315613999999999,0.0275,0.029,0.9915,13.3095,44.66649649429653
select_flex,25,0.2,200.0,10,1.0,1,100.0,400.0,0,7.315613999999999,0.0275,0.029,0.9915,13.3095,44.66649649429653
select_flex,25,0.2,200.0,10,1.0,1,100.0,400.0,500,7.315613999999999,0.0275,0.029,0.9915,13.3095,44.66649649429653
select_flex,25,0.2,200.0,10,1.0,1,100.0,1000000000.0,0,7.315613999999999,0.0275,0.029,0.9915,13.3095,44.66649649429653
select_flex,25,0.2,200.0,10,1.0,1,100.0,1000000000.0,500,7.315613999999999,0.0275,0.029,0.9915,13.3095,44.66649649429653
select_flex,25,0.2,200.0,10,1.0,1,200.0,200.0,0,7.315613999999999,0.0275,0.029,0.9915,13.3095,44.66649649429653
select_flex,25,0.2,200.0,10,1.0,1,200.0,200.0,500,7.315613999999999,0.0275,0.029,0.9915,13.3095,44.66649649429653
select_flex,25,0.2,200.0,10,1.0,1,200.0,400.0,0,7.315613999999999,0.0275,0.029,0.9915,13.3095,44.66649649429653
select_flex,25,0.2,200.0,10,1.0,1,200.0,400.0,500,7.315613999999999,0.0275,0.029,0.9915,13.3095,44.66649649429653
select_flex,25,0.2,200.0,10,1.0,1,200.0,1000000000.0,0,7.315613999999999,0.0275,0.029,0.9915,13.3095,44.66649649429653
select_flex,25,0.2,200.0,10,1.0,1,200.0,1000000000.0,500,7.315613999999999,0.0275,0.029,0.9915,13.3095,44.66649649429653
select_flex,25,0.2,200.0,10,1.0,1,400.0,200.0,0,7.315613999999999,0.0275,0.029,0.9915,13.3095,44.66649649429653
select_flex,25,0.2,200.0,10,1.0,1,400.0,200.0,500,7.315613999999999,0.0275,0.029,0.9915,13.3095,44.66649649429653
select_flex,25,0.2,200.0,10,1.0,1,400.0,400.0,0,7.315613999999999,0.0275,0.029,0.9915,13.3095,44.66649649429653
select_flex,25,0.2,200.0,10,1.0,1,400.0,400.0,500,7.315613999999999,0.0275,0.029,0.9915,13.3095,44.66649649429653
select_flex,25,0.2,200.0,10,1.0,1,400.0,1000000000.0,0,7.315613999999999,0.0275,0.029,0.9915,13.3095,44.66649649429653
select_flex,25,0.2,200.0,10,1.0,1,400.0,1000000000.0,500,7.315613999999999,0.0275,0.029,0.9915,13.3095,44.66649649429653
select_flex,25,0.2,200.0,10,1.0,1,1000000000.0,200.0,0,7.315613999999999,0.0275,0.029,0.9915,13.3095,44.66649649429653
select_flex,25,0.2,200.0,10,1.0,1,1000000000.0,200.0,500,7.315613999999999,0.0275,0.029,0.9915,13.3095,44.66649649429653
select_flex,25,0.2,200.0,10,1.0,1,1000000000.0,400.0,0,7.315613999999999,0.0275,0.029,0.9915,13.3095,44.66649649429653
select_flex,25,0.2,200.0,10,1.0,1,1000000000.0,400.0,500,7.315613999999999,0.0275,0.029,0.9915,13.3095,44.66649649429653
select_flex,25,0.2,200.0,10,1.0,1,1000000000.0,1000000000.0,0,7.315613999999999,0.0275,0.029,0.9915,13.3095,44.66649649429653
select_flex,25,0.2,200.0,10,1.0,1,1000000000.0,1000000000.0,500,7.315613999999999,0.0275,0.029,0.9915,13.3095,44.66649649429653
select_flex,25,0.2,200.0,10,1.0,2,100.0,200.0,0,7.315613999999999,0.0275,0.029,0.9905,13.208,44.66649649429653
select_flex,25,0.2,200.0,10,1.0,2,100.0,200.0,500,7.315613999999999,0.0275,0.029,0.9905,13.208,44.66649649429653
select_flex,25,0.2,200.0,10,1.0,2,100.0,400.0,0,6.030396,0.0195,0.0215,0.993,8.502,45.08189849439778
select_flex,25,0.2,200.0,10,1.0,2,100.0,400.0,500,6.030396,0.0195,0.0215,0.993,8.502,45.08189849439778
select_flex,25,0.2,200.0,10,1.0,2,100.0,1000000000.0,0,6.030396,0.0195,0.0215,0.993,8.502,45.08189849439778
select_flex,25,0.2,200.0,10,1.0,2,100.0,1000000000.0,500,6.030396,0.0195,0.0215,0.993,8.502,45.08189849439778
select_flex,25,0.2,200.0,10,1.0,2,200.0,200.0,0,3.5394479999999997,0.0105,0.011,0.9875,11.299,35.63920644345628
select_flex,25,0.2,200.0,10,1.0,2,200.0,200.0,500,3.5394479999999997,0.0105,0.011,0.9875,11.299,35.63920644345628
select_flex,25,0.2,200.0,10,1.0,2,200.0,400.0,0,1.8444960000000001,0.0055,0.0055,0.9955,7.328,26.084506570337574
select_flex,25,0.2,200.0,10,1.0,2,200.0,400.0,500,1.8444960000000001,0.0055,0.0055,0.9955,7.328,26.084506570337574
select_flex,25,0.2,200.0,10,1.0,2,200.0,1000000000.0,0,1.8444960000000001,0.0055,0.0055,0.9955,7.328,26.084506570337574
select_flex,25,0.2,200.0,10,1.0,2,200.0,1000000000.0,500,1.8444960000000001,0.0055,0.0055,0.9955,7.328,26.084506570337574
select_flex,25,0.2,200.0,10,1.0,2,400.0,200.0,0,3.5394479999999997,0.0105,0.011,0.9875,11.299,35.63920644345628
