R,S,rr,K,G,colchon,ev,p_cobra,n_ret,dias,neto_cupo,neto_cupo_año
250,60,3,2,600.0,0,930.6,0.27666666666666667,0.5813333333333334,26.787333333333333,696.4020649710401,6551.3546342563195
250,60,3,2,600.0,500,928.8,0.27666666666666667,0.5806666666666667,26.830666666666666,694.60206497104,6523.867727452495
250,60,3,2,600.0,1000,934.2,0.27666666666666667,0.5826666666666667,27.025333333333332,700.0020649710401,6527.2282934297
250,60,3,2,600.0,1500,950.4,0.27666666666666667,0.5886666666666667,27.333333333333332,716.20206497104,6603.033672172028
250,60,3,2,600.0,2500,1008.0,0.21733333333333332,0.5826666666666667,34.970666666666666,773.8020649710401,5576.048127174263
250,60,3,2,1000000000.0,-1,765.0,0.23866666666666667,0.49866666666666665,40.79533333333333,530.8020649710401,3278.8583752888917
250,60,3,2,1000000000.0,0,765.0,0.23866666666666667,0.49866666666666665,40.79533333333333,530.8020649710401,3278.8583752888917
250,60,3,2,1000000000.0,500,765.0,0.23866666666666667,0.49866666666666665,40.79533333333333,530.8020649710401,3278.8583752888917
250,60,3,2,1000000000.0,1000,765.0,0.23866666666666667,0.49866666666666665,40.79533333333333,530.8020649710401,3278.8583752888917
250,60,3,2,1000000000.0,1500,765.0,0.23866666666666667,0.49866666666666665,40.79533333333333,530.8020649710401,3278.8583752888917
250,60,3,2,1000000000.0,2500,757.8,0.22933333333333333,0.49266666666666664,41.409333333333336,523.60206497104,3186.424647568231
250,90,1,1,300.0,-1,281.627301242256,0.14733333333333334,0.206,108.012,47.42936621329605,110.6562260281321
250,90,1,1,300.0,0,281.7,0.14733333333333334,0.206,108.012,47.50206497104003,110.82583761713593
250,90,1,1,300.0,500,279.9,0.14733333333333334,0.20533333333333334,108.07933333333334,45.702064971040016,106.55987613452541
250,90,1,1,300.0,1000,278.1,0.14733333333333334,0.20466666666666666,108.12533333333333,43.90206497104006,102.319410554746
250,90,1,1,300.0,1500,274.5,0.14733333333333334,0.20333333333333334,108.12733333333334,40.30206497104004,93.92741002307855
250,90,1,1,300.0,2500,144.9,0.07533333333333334,0.10733333333333334,113.62,-89.29793502895996,-198.05562072960666
250,90,1,1,600.0,-1,281.627301242256,0.14733333333333334,0.206,108.012,47.42936621329605,110.6562260281321
250,90,1,1,600.0,0,281.7,0.14733333333333334,0.206,108.012,47.50206497104003,110.82583761713593
250,90,1,1,600.0,500,279.9,0.14733333333333334,0.20533333333333334,108.07933333333334,45.702064971040016,106.55987613452541
250,90,1,1,600.0,1000,278.1,0.14733333333333334,0.20466666666666666,108.12533333333333,43.90206497104006,102.319410554746
250,90,1,1,600.0,1500,274.5,0.14733333333333334,0.20333333333333334,108.12733333333334,40.30206497104004,93.92741002307855
250,90,1,1,600.0,2500,144.9,0.07533333333333334,0.10733333333333334,113.62,-89.29793502895996,-198.05562072960666
250,90,1,1,1000000000.0,-1,281.627301242256,0.14733333333333334,0.206,108.012,47.42936621329605,110.6562260281321
250,90,1,1,1000000000.0,0,281.7,0.14733333333333334,0.206,108.012,47.50206497104003,110.82583761713593
250,90,1,1,1000000000.0,500,279.9,0.14733333333333334,0.20533333333333334,108.07933333333334,45.702064971040016,106.55987613452541
250,90,1,1,1000000000.0,1000,278.1,0.14733333333333334,0.20466666666666666,108.12533333333333,43.90206497104006,102.319410554746
250,90,1,1,1000000000.0,1500,274.5,0.14733333333333334,0.20333333333333334,108.12733333333334,40.30206497104004,93.92741002307855
250,90,1,1,1000000000.0,2500,144.9,0.07533333333333334,0.10733333333333334,113.62,-89.29793502895996,-198.05562072960666
250,90,1,2,300.0,-1,429.10597973838384,0.17266666666666666,0.30333333333333334,64.56666666666666,194.90804470942388,760.7149292737454
250,90,1,2,300.0,0,429.3,0.17266666666666666,0.30333333333333334,64.56666666666666,195.10206497104005,761.4721792364807
250,90,1,2,300.0,500,427.5,0.17266666666666666,0.30266666666666664,64.96266666666666,193.30206497104004,749.8479183844375
250,90,1,2,300.0,1000,418.5,0.17266666666666666,0.29933333333333334,65.396,184.30206497104004,710.1981829577052
250,90,1,2,300.0,1500,411.3,0.17266666666666666,0.2966666666666667,65.46533333333333,177.10206497104005,681.7305908374217
250,90,1,2,300.0,2500,309.6,0.122,0.22266666666666668,73.532,75.40206497104006,258.4088610768386
250,90,1,2,600.0,-1,429.10597973838384,0.17266666666666666,0.30333333333333334,64.56666666666666,194.90804470942388,760.7149292737454
250,90,1,2,600.0,0,429.3,0.17266666666666666,0.30333333333333334,64.56666666666666,195.10206497104005,761.4721792364807
250,90,1,2,600.0,500,427.5,0.17266666666666666,0.30266666666666664,64.96266666666666,193.30206497104004,749.8479183844375
250,90,1,2,600.0,1000,418.5,0.17266666666666666,0.29933333333333334,65.396,184.30206497104004,710.1981829577052
250,90,1,2,600.0,1500,411.3,0.17266666666666666,0.2966666666666667,65.46533333333333,177.10206497104005,681.7305908374217
250,90,1,2,600.0,2500,309.6,0.122,0.22266666666666668,73.532,75.40206497104006,258.4088610768386
250,90,1,2,1000000000.0,-1,429.10597973838384,0.17266666666666666,0.30333333333333334,64.56666666666666,194.90804470942388,760.7149292737454
250,90,1,2,1000000000.0,0,429.3,0.17266666666666666,0.30333333333333334,64.56666666666666,195.10206497104005,761.4721792364807
250,90,1,2,1000000000.0,500,427.5,0.17266666666666666,0.30266666666666664,64.96266666666666,193.30206497104004,749.8479183844375
250,90,1,2,1000000000.0,1000,418.5,0.17266666666666666,0.29933333333333334,65.396,184.30206497104004,710.1981829577052
250,90,1,2,1000000000.0,1500,411.3,0.17266666666666666,0.2966666666666667,65.46533333333333,177.10206497104005,681.7305908374217
250,90,1,2,1000000000.0,2500,309.6,0.122,0.22266666666666668,73.532,75.40206497104006,258.4088610768386
250,90,2,1,300.0,-1,918.0729684152374,0.3253333333333333,0.6346666666666667,83.33,683.8750333862774,2068.120825793135
250,90,2,1,300.0,0,918.9,0.3253333333333333,0.6346666666666667,83.33,684.70206497104,2070.6218693471988
250,90,2,1,300.0,500,911.7,0.3253333333333333,0.632,84.87533333333333,677.5020649710401,2011.5446227726407
250,90,2,1,300.0,1000,897.3,0.3253333333333333,0.6266666666666667,86.06933333333333,663.10206497104,1941.4780375437874
250,90,2,1,300.0,1500,886.5,0.3253333333333333,0.6226666666666667,86.55466666666666,652.3020649710401,1899.147980151682
250,90,2,1,300.0,2500,752.4,0.256,0.5346666666666666,104.12933333333334,518.20206497104,1254.0838992474305
250,90,2,1,600.0,-1,918.0729684152374,0.3253333333333333,0.6346666666666667,83.33,683.8750333862774,2068.120825793135
250,90,2,1,600.0,0,918.9,0.3253333333333333,0.6346666666666667,83.33,684.70206497104,2070.6218693471988
250,90,2,1,600.0,500,911.7,0.3253333333333333,0.632,84.87533333333333,677.5020649710401,2011.5446227726407
250,90,2,1,600.0,1000,897.3,0.3253333333333333,0.6266666666666667,86.06933333333333,663.10206497104,1941.4780375437874
250,90,2,1,600.0,1500,886.5,0.3253333333333333,0.6226666666666667,86.55466666666666,652.3020649710401,1899.147980151682
250,90,2,1,600.0,2500,752.4,0.256,0.5346666666666666,104.12933333333334,518.20206497104,1254.0838992474305
250,90,2,1,1000000000.0,-1,918.0729684152374,0.3253333333333333,0.6346666666666667,83.33,683.8750333862774,2068.120825793135
250,90,2,1,1000000000.0,0,918.9,0.3253333333333333,0.6346666666666667,83.33,684.70206497104,2070.6218693471988
250,90,2,1,1000000000.0,500,911.7,0.3253333333333333,0.632,84.87533333333333,677.5020649710401,2011.5446227726407
250,90,2,1,1000000000.0,1000,897.3,0.3253333333333333,0.6266666666666667,86.06933333333333,663.10206497104,1941.4780375437874
250,90,2,1,1000000000.0,1500,886.5,0.3253333333333333,0.6226666666666667,86.55466666666666,652.3020649710401,1899.147980151682
250,90,2,1,1000000000.0,2500,752.4,0.256,0.5346666666666666,104.12933333333334,518.20206497104,1254.0838992474305
250,90,2,2,300.0,-1,709.4781170918463,0.25466666666666665,0.49333333333333335,50.444,475.2801820628864,2374.32808420917
250,90,2,2,300.0,0,710.1,0.25466666666666665,0.49333333333333335,50.444,475.9020649710401,2377.434786549483
250,90,2,2,300.0,500,713.7,0.25466666666666665,0.49466666666666664,51.31333333333333,479.5020649710401,2354.8366968825926
250,90,2,2,300.0,1000,704.7,0.25466666666666665,0.49133333333333334,52.062666666666665,470.5020649710401,2277.3808558794935
250,90,2,2,300.0,1500,704.7,0.25466666666666665,0.49133333333333334,52.55866666666667,470.5020649710401,2255.8890453721956
250,90,2,2,300.0,2500,639.9,0.202,0.442,65.74866666666667,405.70206497104004,1554.9656830460758
250,90,2,2,600.0,-1,697.5,0.26466666666666666,0.482,52.60066666666667,463.30206497104007,2219.5939285820605
250,90,2,2,600.0,0,697.5,0.26466666666666666,0.482,52.60066666666667,463.30206497104007,2219.5939285820605
250,90,2,2,600.0,500,699.3,0.26466666666666666,0.4826666666666667,52.63733333333333,465.10206497104,2226.665238348614
250,90,2,2,600.0,1000,697.5,0.26466666666666666,0.482,53.03,463.30206497104007,2201.6239934509163
250,90,2,2,600.0,1500,693.9,0.26466666666666666,0.4806666666666667,53.129333333333335,459.70206497104004,2180.4324109600866
250,90,2,2,600.0,2500,583.2,0.19933333333333333,0.40066666666666667,64.61066666666666,349.0020649710401,1361.207443136873
250,90,2,2,1000000000.0,-1,697.5,0.26466666666666666,0.482,52.60066666666667,463.30206497104007,2219.5939285820605
250,90,2,2,1000000000.0,0,697.5,0.26466666666666666,0.482,52.60066666666667,463.30206497104007,2219.5939285820605
250,90,2,2,1000000000.0,500,699.3,0.26466666666666666,0.4826666666666667,52.63733333333333,465.10206497104,2226.665238348614
250,90,2,2,1000000000.0,1000,697.5,0.26466666666666666,0.482,53.03,463.30206497104007,2201.6239934509163
250,90,2,2,1000000000.0,1500,693.9,0.26466666666666666,0.4806666666666667,53.129333333333335,459.70206497104004,2180.4324109600866
250,90,2,2,1000000000.0,2500,583.2,0.19933333333333333,0.40066666666666667,64.61066666666666,349.0020649710401,1361.207443136873
250,90,3,1,300.0,-1,891.786684258216,0.31266666666666665,0.604,70.22466666666666,657.5887492292561,2359.745836777759
250,90,3,1,300.0,0,891.9,0.31266666666666665,0.604,70.22466666666666,657.70206497104,2360.152468354454
250,90,3,1,300.0,500,884.7,0.31266666666666665,0.6013333333333334,70.522,650.5020649710401,2324.47350291685
250,90,3,1,300.0,1000,873.9,0.31266666666666665,0.5973333333333334,71.02733333333333,639.70206497104,2269.6180865493393
250,90,3,1,300.0,1500,861.3,0.31266666666666665,0.5926666666666667,72.16333333333333,627.10206497104,2189.889422689761
250,90,3,1,300.0,2500,790.2,0.252,0.544,89.09666666666666,556.0020649710401,1572.589925242644
250,90,3,1,600.0,-1,891.786684258216,0.31266666666666665,0.604,70.22466666666666,657.5887492292561,2359.745836777759
250,90,3,1,600.0,0,891.9,0.31266666666666665,0.604,70.22466666666666,657.70206497104,2360.152468354454
250,90,3,1,600.0,500,884.7,0.31266666666666665,0.6013333333333334,70.522,650.5020649710401,2324.47350291685
250,90,3,1,600.0,1000,873.9,0.31266666666666665,0.5973333333333334,71.02733333333333,639.70206497104,2269.6180865493393
250,90,3,1,600.0,1500,861.3,0.31266666666666665,0.5926666666666667,72.16333333333333,627.10206497104,2189.889422689761
250,90,3,1,600.0,2500,790.2,0.252,0.544,89.09666666666666,556.0020649710401,1572.589925242644
250,90,3,1,1000000000.0,-1,891.786684258216,0.31266666666666665,0.604,70.22466666666666,657.5887492292561,2359.745836777759
250,90,3,1,1000000000.0,0,891.9,0.31266666666666665,0.604,70.22466666666666,657.70206497104,2360.152468354454
250,90,3,1,1000000000.0,500,884.7,0.31266666666666665,0.6013333333333334,70.522,650.5020649710401,2324.47350291685
250,90,3,1,1000000000.0,1000,873.9,0.31266666666666665,0.5973333333333334,71.02733333333333,639.70206497104,2269.6180865493393
250,90,3,1,1000000000.0,1500,861.3,0.31266666666666665,0.5926666666666667,72.16333333333333,627.10206497104,2189.889422689761
250,90,3,1,1000000000.0,2500,790.2,0.252,0.544,89.09666666666666,556.0020649710401,1572.589925242644
250,90,3,2,300.0,-1,801.743893748654,0.288,0.544,42.32666666666667,567.5459587196941,3378.9946825648817
250,90,3,2,300.0,0,801.9,0.288,0.544,42.32666666666667,567.70206497104,3379.924091338055
250,90,3,2,300.0,500,805.5,0.288,0.5453333333333333,42.598,571.3020649710401,3379.6920130687377
250,90,3,2,300.0,1000,796.5,0.288,0.542,43.416666666666664,562.3020649710401,3263.7263809451542
250,90,3,2,300.0,1500,783.9,0.288,0.5373333333333333,44.404666666666664,549.70206497104,3119.6027528495974
250,90,3,2,300.0,2500,822.6,0.228,0.5366666666666666,58.892,588.4020649710401,2517.783746055527
250,90,3,2,600.0,-1,754.2,0.2773333333333333,0.5046666666666667,51.466,520.0020649710401,2546.15708181522
250,90,3,2,600.0,0,754.2,0.2773333333333333,0.5046666666666667,51.466,520.0020649710401,2546.15708181522
250,90,3,2,600.0,500,754.2,0.2773333333333333,0.5046666666666667,51.466,520.0020649710401,2546.15708181522
250,90,3,2,600.0,1000,754.2,0.2773333333333333,0.5046666666666667,51.466,520.0020649710401,2546.15708181522
250,90,3,2,600.0,1500,750.6,0.2773333333333333,0.5033333333333333,51.54,516.4020649710401,2524.8995027687643
250,90,3,2,600.0,2500,676.8,0.21933333333333332,0.45066666666666666,60.986666666666665,442.60206497104,1828.854181887332
250,90,3,2,1000000000.0,-1,754.2,0.2773333333333333,0.5046666666666667,51.466,520.0020649710401,2546.15708181522
250,90,3,2,1000000000.0,0,754.2,0.2773333333333333,0.5046666666666667,51.466,520.0020649710401,2546.15708181522
250,90,3,2,1000000000.0,500,754.2,0.2773333333333333,0.5046666666666667,51.466,520.0020649710401,2546.15708181522
250,90,3,2,1000000000.0,1000,754.2,0.2773333333333333,0.5046666666666667,51.466,520.0020649710401,2546.15708181522
250,90,3,2,1000000000.0,1500,750.6,0.2773333333333333,0.5033333333333333,51.54,516.4020649710401,2524.8995027687643
250,90,3,2,1000000000.0,2500,676.8,0.21933333333333332,0.45066666666666666,60.986666666666665,442.60206497104,1828.854181887332
400,20,1,1,300.0,-1,50.4,0.034,0.037333333333333336,23.056,-183.79793502895996,-2008.8948485122269
400,20,1,1,300.0,0,50.4,0.034,0.037333333333333336,23.056,-183.79793502895996,-2008.8948485122269
400,20,1,1,300.0,500,50.4,0.034,0.037333333333333336,23.056,-183.79793502895996,-2008.8948485122269
400,20,1,1,300.0,1000,50.4,0.034,0.037333333333333336,23.056,-183.79793502895996,-2008.8948485122269
400,20,1,1,300.0,1500,50.4,0.034,0.037333333333333336,23.056,-183.79793502895996,-2008.8948485122269
400,20,1,1,300.0,2500,20.7,0.014,0.015333333333333332,23.78,-213.49793502895997,-2262.46760417569
400,20,1,1,600.0,-1,50.4,0.034,0.037333333333333336,23.056,-183.79793502895996,-2008.8948485122269
400,20,1,1,600.0,0,50.4,0.034,0.037333333333333336,23.056,-183.79793502895996,-2008.8948485122269
400,20,1,1,600.0,500,50.4,0.034,0.037333333333333336,23.056,-183.79793502895996,-2008.8948485122269
400,20,1,1,600.0,1000,50.4,0.034,0.037333333333333336,23.056,-183.79793502895996,-2008.8948485122269
400,20,1,1,600.0,1500,50.4,0.034,0.037333333333333336,23.056,-183.79793502895996,-2008.8948485122269
400,20,1,1,600.0,2500,20.7,0.014,0.015333333333333332,23.78,-213.49793502895997,-2262.46760417569
400,20,1,1,1000000000.0,-1,50.4,0.034,0.037333333333333336,23.056,-183.79793502895996,-2008.8948485122269
400,20,1,1,1000000000.0,0,50.4,0.034,0.037333333333333336,23.056,-183.79793502895996,-2008.8948485122269
400,20,1,1,1000000000.0,500,50.4,0.034,0.037333333333333336,23.056,-183.79793502895996,-2008.8948485122269
400,20,1,1,1000000000.0,1000,50.4,0.034,0.037333333333333336,23.056,-183.79793502895996,-2008.8948485122269
400,20,1,1,1000000000.0,1500,50.4,0.034,0.037333333333333336,23.056,-183.79793502895996,-2008.8948485122269
400,20,1,1,1000000000.0,2500,20.7,0.014,0.015333333333333332,23.78,-213.49793502895997,-2262.46760417569
400,20,1,2,300.0,-1,73.8,0.042666666666666665,0.05333333333333334,15.108666666666666,-160.39793502895998,-2675.304215723729
400,20,1,2,300.0,0,73.8,0.042666666666666665,0.05333333333333334,15.108666666666666,-160.39793502895998,-2675.304215723729
400,20,1,2,300.0,500,72.0,0.042666666666666665,0.05266666666666667,15.12,-162.19793502895996,-2703.2989171493327
400,20,1,2,300.0,1000,70.2,0.042666666666666665,0.052,15.128,-163.99793502895994,-2731.8534920212787
400,20,1,2,300.0,1500,70.2,0.042666666666666665,0.052,15.128,-163.99793502895994,-2731.8534920212787
400,20,1,2,300.0,2500,26.1,0.016,0.019333333333333334,15.72,-208.09793502895997,-3335.921095884091
400,20,1,2,600.0,-1,90.0,0.062,0.06666666666666667,14.192,-144.19793502895996,-2560.4481135356477
400,20,1,2,600.0,0,90.0,0.062,0.06666666666666667,14.192,-144.19793502895996,-2560.4481135356477
400,20,1,2,600.0,500,90.0,0.062,0.06666666666666667,14.192,-144.19793502895996,-2560.4481135356477
400,20,1,2,600.0,1000,90.0,0.062,0.06666666666666667,14.192,-144.19793502895996,-2560.4481135356477
400,20,1,2,600.0,1500,90.0,0.062,0.06666666666666667,14.192,-144.19793502895996,-2560.4481135356477
400,20,1,2,600.0,2500,45.0,0.029333333333333333,0.03333333333333333,14.768666666666666,-189.19793502895996,-3228.3130700558327
400,20,1,2,1000000000.0,-1,90.0,0.062,0.06666666666666667,14.192,-144.19793502895996,-2560.4481135356477
400,20,1,2,1000000000.0,0,90.0,0.062,0.06666666666666667,14.192,-144.19793502895996,-2560.4481135356477
400,20,1,2,1000000000.0,500,90.0,0.062,0.06666666666666667,14.192,-144.19793502895996,-2560.4481135356477
400,20,1,2,1000000000.0,1000,90.0,0.062,0.06666666666666667,14.192,-144.19793502895996,-2560.4481135356477
400,20,1,2,1000000000.0,1500,90.0,0.062,0.06666666666666667,14.192,-144.19793502895996,-2560.4481135356477
400,20,1,2,1000000000.0,2500,45.0,0.029333333333333333,0.03333333333333333,14.768666666666666,-189.19793502895996,-3228.3130700558327
400,20,2,1,300.0,-1,333.9,0.168,0.238,19.582,99.70206497104002,1283.0620147432378
400,20,2,1,300.0,0,333.9,0.168,0.238,19.582,99.70206497104002,1283.0620147432378
400,20,2,1,300.0,500,333.9,0.168,0.238,19.582,99.70206497104002,1283.0620147432378
400,20,2,1,300.0,1000,333.9,0.168,0.238,19.582,99.70206497104002,1283.0620147432378
400,20,2,1,300.0,1500,333.9,0.168,0.238,19.582,99.70206497104002,1283.0620147432378
400,20,2,1,300.0,2500,261.0,0.10866666666666666,0.18066666666666667,22.508666666666667,26.80206497104004,300.067546102335
400,20,2,1,600.0,-1,333.9,0.168,0.238,19.582,99.70206497104002,1283.0620147432378
400,20,2,1,600.0,0,333.9,0.168,0.238,19.582,99.70206497104002,1283.0620147432378
400,20,2,1,600.0,500,333.9,0.168,0.238,19.582,99.70206497104002,1283.0620147432378
400,20,2,1,600.0,1000,333.9,0.168,0.238,19.582,99.70206497104002,1283.0620147432378
400,20,2,1,600.0,1500,333.9,0.168,0.238,19.582,99.70206497104002,1283.0620147432378
400,20,2,1,600.0,2500,261.0,0.10866666666666666,0.18066666666666667,22.508666666666667,26.80206497104004,300.067546102335
400,20,2,1,1000000000.0,-1,333.9,0.168,0.238,19.582,99.70206497104002,1283.0620147432378
400,20,2,1,1000000000.0,0,333.9,0.168,0.238,19.582,99.70206497104002,1283.0620147432378
400,20,2,1,1000000000.0,500,333.9,0.168,0.238,19.582,99.70206497104002,1283.0620147432378
400,20,2,1,1000000000.0,1000,333.9,0.168,0.238,19.582,99.70206497104002,1283.0620147432378
400,20,2,1,1000000000.0,1500,333.9,0.168,0.238,19.582,99.70206497104002,1283.0620147432378
400,20,2,1,1000000000.0,2500,261.0,0.10866666666666666,0.18066666666666667,22.508666666666667,26.80206497104004,300.067546102335
400,20,2,2,300.0,-1,310.5,0.15066666666666667,0.218,12.851333333333333,76.30206497104004,1496.1965326063773
400,20,2,2,300.0,0,310.5,0.15066666666666667,0.218,12.851333333333333,76.30206497104004,1496.1965326063773
400,20,2,2,300.0,500,310.5,0.15066666666666667,0.218,12.851333333333333,76.30206497104004,1496.1965326063773
400,20,2,2,300.0,1000,310.5,0.15066666666666667,0.218,12.851333333333333,76.30206497104004,1496.1965326063773
400,20,2,2,300.0,1500,310.5,0.15066666666666667,0.218,12.851333333333333,76.30206497104004,1496.1965326063773
400,20,2,2,300.0,2500,238.5,0.098,0.16133333333333333,13.53,4.302064971040039,80.12715245396082
400,20,2,2,600.0,-1,304.2,0.15,0.214,12.74,70.00206497104003,1384.656230196396
400,20,2,2,600.0,0,304.2,0.15,0.214,12.74,70.00206497104003,1384.656230196396
400,20,2,2,600.0,500,304.2,0.15,0.214,12.74,70.00206497104003,1384.656230196396
400,20,2,2,600.0,1000,304.2,0.15,0.214,12.74,70.00206497104003,1384.656230196396
400,20,2,2,600.0,1500,304.2,0.15,0.214,12.74,70.00206497104003,1384.656230196396
400,20,2,2,600.0,2500,233.1,0.09933333333333333,0.15866666666666668,13.365333333333334,-1.0979350289599665,-20.701288953854114
400,20,2,2,1000000000.0,-1,224.1,0.124,0.162,14.19,-10.097935028959967,-179.3290787384011
400,20,2,2,1000000000.0,0,224.1,0.124,0.162,14.19,-10.097935028959967,-179.3290787384011
400,20,2,2,1000000000.0,500,224.1,0.124,0.162,14.19,-10.097935028959967,-179.3290787384011
400,20,2,2,1000000000.0,1000,224.1,0.124,0.162,14.19,-10.097935028959967,-179.3290787384011
400,20,2,2,1000000000.0,1500,224.1,0.124,0.162,14.19,-10.097935028959967,-179.3290787384011
400,20,2,2,1000000000.0,2500,221.4,0.12333333333333334,0.16,14.204666666666666,-12.797935028959955,-227.04366832246976
400,20,3,1,300.0,-1,378.9,0.186,0.2713333333333333,20.229333333333333,144.70206497104002,1802.5764750544795
400,20,3,1,300.0,0,378.9,0.186,0.2713333333333333,20.229333333333333,144.70206497104002,1802.5764750544795
400,20,3,1,300.0,500,378.9,0.186,0.2713333333333333,20.229333333333333,144.70206497104002,1802.5764750544795
400,20,3,1,300.0,1000,378.9,0.186,0.2713333333333333,20.229333333333333,144.70206497104002,1802.5764750544795
400,20,3,1,300.0,1500,378.9,0.186,0.2713333333333333,20.229333333333333,144.70206497104002,1802.5764750544795
400,20,3,1,300.0,2500,309.6,0.14133333333333334,0.22133333333333333,22.184666666666665,75.40206497104006,856.5069134553338
400,20,3,1,600.0,-1,378.9,0.186,0.2713333333333333,20.229333333333333,144.70206497104002,1802.5764750544795
400,20,3,1,600.0,0,378.9,0.186,0.2713333333333333,20.229333333333333,144.70206497104002,1802.5764750544795
400,20,3,1,600.0,500,378.9,0.186,0.2713333333333333,20.229333333333333,144.70206497104002,1802.5764750544795
400,20,3,1,600.0,1000,378.9,0.186,0.2713333333333333,20.229333333333333,144.70206497104002,1802.5764750544795
400,20,3,1,600.0,1500,378.9,0.186,0.2713333333333333,20.229333333333333,144.70206497104002,1802.5764750544795
400,20,3,1,600.0,2500,309.6,0.14133333333333334,0.22133333333333333,22.184666666666665,75.40206497104006,856.5069134553338
400,20,3,1,1000000000.0,-1,378.9,0.186,0.2713333333333333,20.229333333333333,144.70206497104002,1802.5764750544795
400,20,3,1,1000000000.0,0,378.9,0.186,0.2713333333333333,20.229333333333333,144.70206497104002,1802.5764750544795
400,20,3,1,1000000000.0,500,378.9,0.186,0.2713333333333333,20.229333333333333,144.70206497104002,1802.5764750544795
400,20,3,1,1000000000.0,1000,378.9,0.186,0.2713333333333333,20.229333333333333,144.70206497104002,1802.5764750544795
400,20,3,1,1000000000.0,1500,378.9,0.186,0.2713333333333333,20.229333333333333,144.70206497104002,1802.5764750544795
400,20,3,1,1000000000.0,2500,309.6,0.14133333333333334,0.22133333333333333,22.184666666666665,75.40206497104006,856.5069134553338
400,20,3,2,300.0,-1,459.0,0.204,0.30733333333333335,13.738,224.80206497104004,4123.607539139765
400,20,3,2,300.0,0,459.0,0.204,0.30733333333333335,13.738,224.80206497104004,4123.607539139765
400,20,3,2,300.0,500,459.0,0.204,0.30733333333333335,13.738,224.80206497104004,4123.607539139765
400,20,3,2,300.0,1000,459.0,0.204,0.30733333333333335,13.738,224.80206497104004,4123.607539139765
400,20,3,2,300.0,1500,459.0,0.204,0.30733333333333335,13.738,224.80206497104004,4123.607539139765
400,20,3,2,300.0,2500,404.1,0.15,0.26066666666666666,15.346,169.90206497104006,2789.9987210153845
400,20,3,2,600.0,-1,459.0,0.20133333333333334,0.30666666666666664,13.978666666666667,224.80206497104004,4052.6125791230984
400,20,3,2,600.0,0,459.0,0.20133333333333334,0.30666666666666664,13.978666666666667,224.80206497104004,4052.6125791230984
400,20,3,2,600.0,500,459.0,0.20133333333333334,0.30666666666666664,13.978666666666667,224.80206497104004,4052.6125791230984
400,20,3,2,600.0,1000,459.0,0.20133333333333334,0.30666666666666664,13.978666666666667,224.80206497104004,4052.6125791230984
400,20,3,2,600.0,1500,459.0,0.20133333333333334,0.30666666666666664,13.978666666666667,224.80206497104004,4052.6125791230984
400,20,3,2,600.0,2500,407.7,0.15,0.26266666666666666,15.554,173.50206497104003,2811.0145539862474
400,20,3,2,1000000000.0,-1,216.9,0.108,0.156,16.951333333333334,-17.297935028959955,-257.1526110412893
400,20,3,2,1000000000.0,0,216.9,0.108,0.156,16.951333333333334,-17.297935028959955,-257.1526110412893
400,20,3,2,1000000000.0,500,216.9,0.108,0.156,16.951333333333334,-17.297935028959955,-257.1526110412893
400,20,3,2,1000000000.0,1000,216.9,0.108,0.156,16.951333333333334,-17.297935028959955,-257.1526110412893
400,20,3,2,1000000000.0,1500,216.9,0.108,0.156,16.951333333333334,-17.297935028959955,-257.1526110412893
400,20,3,2,1000000000.0,2500,198.0,0.09333333333333334,0.14133333333333334,17.778666666666666,-36.19793502895996,-513.0800750317559
400,40,1,1,300.0,-1,318.54312000000004,0.142,0.22733333333333333,38.36933333333333,84.34518497104008,553.9576731252938
400,40,1,1,300.0,0,318.6,0.142,0.22733333333333333,38.36933333333333,84.40206497104006,554.3312464651136
400,40,1,1,300.0,500,313.2,0.142,0.22533333333333333,38.6,79.00206497104003,515.7647764948726
400,40,1,1,300.0,1000,311.4,0.142,0.22466666666666665,38.72866666666667,77.20206497104002,502.33901776553324
400,40,1,1,300.0,1500,309.6,0.142,0.224,38.85066666666667,75.40206497104006,489.0860827622545
400,40,1,1,300.0,2500,240.3,0.092,0.17,44.77466666666667,6.1020649710400505,34.34353591395639
400,40,1,1,600.0,-1,318.54312000000004,0.142,0.22733333333333333,38.36933333333333,84.34518497104008,553.9576731252938
400,40,1,1,600.0,0,318.6,0.142,0.22733333333333333,38.36933333333333,84.40206497104006,554.3312464651136
400,40,1,1,600.0,500,313.2,0.142,0.22533333333333333,38.6,79.00206497104003,515.7647764948726
400,40,1,1,600.0,1000,311.4,0.142,0.22466666666666665,38.72866666666667,77.20206497104002,502.33901776553324
400,40,1,1,600.0,1500,309.6,0.142,0.224,38.85066666666667,75.40206497104006,489.0860827622545
400,40,1,1,600.0,2500,240.3,0.092,0.17,44.77466666666667,6.1020649710400505,34.34353591395639
400,40,1,1,1000000000.0,-1,318.54312000000004,0.142,0.22733333333333333,38.36933333333333,84.34518497104008,553.9576731252938
400,40,1,1,1000000000.0,0,318.6,0.142,0.22733333333333333,38.36933333333333,84.40206497104006,554.3312464651136
400,40,1,1,1000000000.0,500,313.2,0.142,0.22533333333333333,38.6,79.00206497104003,515.7647764948726
400,40,1,1,1000000000.0,1000,311.4,0.142,0.22466666666666665,38.72866666666667,77.20206497104002,502.33901776553324
400,40,1,1,1000000000.0,1500,309.6,0.142,0.224,38.85066666666667,75.40206497104006,489.0860827622545
