fase,plan,Robj,Rusd,K,G,cons_p,cons_dias,opt_p,opt_dias,colchon,cons_ev,cons_pcobra,cons_nret,opt_ev,opt_pcobra,opt_nret
fondeada,growth,2.0,250,1,600.0,,249.309,,249.312,-1.0,694.3045228875651,0.2575,0.483,658.4362960538286,0.2495,0.4605
fondeada,growth,2.0,250,1,600.0,,250.0,,250.0,2500.0,534.6,0.1885,0.38,524.475,0.1875,0.3725
fondeada,growth,2.0,250,1,1200.0,,249.309,,249.312,-1.0,694.3045228875651,0.2575,0.483,658.4362960538286,0.2495,0.4605
fondeada,growth,2.0,250,1,1200.0,,250.0,,250.0,2500.0,534.6,0.1885,0.38,524.475,0.1875,0.3725
fondeada,growth,2.0,250,1,1000000000.0,,249.309,,249.312,-1.0,694.3045228875651,0.2575,0.483,658.4362960538286,0.2495,0.4605
fondeada,growth,2.0,250,1,1000000000.0,,250.0,,250.0,2500.0,534.6,0.1885,0.38,524.475,0.1875,0.3725
fondeada,growth,2.0,250,2,300.0,,249.485,,249.0495,-1.0,746.9103247074786,0.2595,0.512,800.9120852889428,0.289,0.5495
fondeada,growth,2.0,250,2,300.0,,250.0,,250.0,2500.0,637.875,0.2085,0.4425,718.2,0.217,0.475
fondeada,growth,2.0,250,2,600.0,,249.893,,250.0,-1.0,735.75,0.2725,0.4975,773.55,0.2865,0.518
fondeada,growth,2.0,250,2,600.0,,249.893,,250.0,2500.0,626.4,0.2115,0.421,718.2,0.229,0.47
fondeada,growth,2.0,250,2,1200.0,,249.893,,250.0,-1.0,735.75,0.2725,0.4975,773.55,0.2865,0.518
fondeada,growth,2.0,250,2,1200.0,,249.893,,250.0,2500.0,626.4,0.2115,0.421,718.2,0.229,0.47
fondeada,growth,2.0,250,2,1000000000.0,,249.893,,250.0,-1.0,735.75,0.2725,0.4975,773.55,0.2865,0.518
fondeada,growth,2.0,250,2,1000000000.0,,249.893,,250.0,2500.0,626.4,0.2115,0.421,718.2,0.229,0.47
fondeada,growth,2.0,250,3,300.0,,249.5825,,249.97,-1.0,776.7129081315857,0.2575,0.5255,596.6690554638051,0.2345,0.4145
fondeada,growth,2.0,250,3,300.0,,250.0,,250.0,2500.0,723.6,0.2065,0.4805,539.325,0.166,0.36
fondeada,growth,2.0,250,3,600.0,,250.0,,250.0,-1.0,699.975,0.2625,0.4725,583.875,0.2395,0.3985
fondeada,growth,2.0,250,3,600.0,,250.0,,250.0,2500.0,624.375,0.2,0.4195,504.225,0.1805,0.3385
fondeada,growth,2.0,250,3,1200.0,,250.0,,250.0,-1.0,642.6,0.2505,0.443,492.075,0.2185,0.3445
fondeada,growth,2.0,250,3,1200.0,,250.0,,250.0,2500.0,571.05,0.204,0.3935,420.525,0.169,0.291
fondeada,growth,2.0,250,3,1000000000.0,,250.0,,250.0,-1.0,642.6,0.2505,0.443,492.075,0.2185,0.3445
fondeada,growth,2.0,250,3,1000000000.0,,250.0,,250.0,2500.0,571.05,0.204,0.3935,420.525,0.169,0.291
fondeada,growth,2.0,250,5,300.0,,249.197,,249.7455,-1.0,781.9989532411973,0.2495,0.5215,637.8075451534795,0.238,0.438
fondeada,growth,2.0,250,5,300.0,,249.883,,250.0,2500.0,704.7,0.1985,0.4665,618.3,0.179,0.404
fondeada,growth,2.0,250,5,600.0,,249.883,,250.0,-1.0,693.225,0.2565,0.47,666.9,0.25,0.4435
fondeada,growth,2.0,250,5,600.0,,249.883,,250.0,2500.0,633.825,0.197,0.423,614.25,0.196,0.3985
fondeada,growth,2.0,250,5,1200.0,,249.883,,250.0,-1.0,623.025,0.249,0.4335,586.575,0.232,0.3995
fondeada,growth,2.0,250,5,1200.0,,249.883,,250.0,2500.0,581.175,0.203,0.399,512.325,0.181,0.345
fondeada,growth,2.0,250,5,1000000000.0,,249.883,,250.0,-1.0,620.325,0.2485,0.4315,587.925,0.232,0.4
fondeada,growth,2.0,250,5,1000000000.0,,249.883,,250.0,2500.0,578.475,0.2025,0.397,517.725,0.18,0.347
fondeada,growth,2.0,400,1,300.0,,250.0,,250.0,-1.0,750.6,0.258,0.4885,767.475,0.261,0.504
fondeada,growth,2.0,400,1,300.0,,250.0,,250.0,2500.0,719.55,0.199,0.4535,764.1,0.21,0.4815
fondeada,growth,2.0,400,1,600.0,,250.0,,250.0,-1.0,750.6,0.258,0.4885,767.475,0.261,0.504
fondeada,growth,2.0,400,1,600.0,,250.0,,250.0,2500.0,719.55,0.199,0.4535,764.1,0.21,0.4815
fondeada,growth,2.0,400,1,1200.0,,250.0,,250.0,-1.0,750.6,0.258,0.4885,767.475,0.261,0.504
fondeada,growth,2.0,400,1,1200.0,,250.0,,250.0,2500.0,719.55,0.199,0.4535,764.1,0.21,0.4815
fondeada,growth,2.0,400,1,1000000000.0,,250.0,,250.0,-1.0,750.6,0.258,0.4885,767.475,0.261,0.504
fondeada,growth,2.0,400,1,1000000000.0,,250.0,,250.0,2500.0,719.55,0.199,0.4535,764.1,0.21,0.4815
fondeada,growth,2.0,400,2,300.0,,249.89,,250.0,-1.0,756.675,0.2665,0.4955,765.45,0.276,0.506
fondeada,growth,2.0,400,2,300.0,,249.89,,250.0,2500.0,789.075,0.208,0.4895,812.025,0.213,0.497
fondeada,growth,2.0,400,2,600.0,,249.9275,,250.0,-1.0,737.1,0.2615,0.481,762.75,0.2655,0.495
fondeada,growth,2.0,400,2,600.0,,250.0,,250.0,2500.0,755.325,0.21,0.4715,778.275,0.214,0.4785
fondeada,growth,2.0,400,2,1200.0,,250.0,,250.0,-1.0,677.025,0.2215,0.438,656.1,0.226,0.428
fondeada,growth,2.0,400,2,1200.0,,250.0,,250.0,2500.0,672.975,0.216,0.4345,650.025,0.219,0.423
fondeada,growth,2.0,400,2,1000000000.0,,250.0,,250.0,-1.0,677.025,0.2215,0.438,656.1,0.226,0.428
fondeada,growth,2.0,400,2,1000000000.0,,250.0,,250.0,2500.0,672.975,0.216,0.4345,650.025,0.219,0.423
fondeada,growth,2.0,400,3,300.0,,250.0,,250.0,-1.0,822.825,0.268,0.5255,631.8,0.2435,0.42
fondeada,growth,2.0,400,3,300.0,,250.0,,250.0,2500.0,860.625,0.206,0.5195,604.8,0.1835,0.381
fondeada,growth,2.0,400,3,600.0,,249.883,,250.0,-1.0,772.875,0.2575,0.4935,605.475,0.2395,0.401
fondeada,growth,2.0,400,3,600.0,,249.883,,250.0,2500.0,770.85,0.1975,0.473,568.35,0.1905,0.366
fondeada,growth,2.0,400,3,1200.0,,249.8795,,250.0,-1.0,639.225,0.214,0.4145,521.775,0.2015,0.3445
fondeada,growth,2.0,400,3,1200.0,,249.8795,,250.0,2500.0,616.95,0.1995,0.3985,505.575,0.1925,0.3335
fondeada,growth,2.0,400,3,1000000000.0,,249.8325,,250.0,-1.0,562.95,0.2025,0.3755,440.1,0.1875,0.299
fondeada,growth,2.0,400,3,1000000000.0,,249.8325,,250.0,2500.0,545.4,0.184,0.361,416.475,0.174,0.2825
fondeada,growth,2.0,400,5,300.0,,250.0,,250.0,-1.0,805.275,0.2685,0.517,631.8,0.2455,0.4225
fondeada,growth,2.0,400,5,300.0,,250.0,,250.0,2500.0,828.9,0.206,0.505,637.875,0.188,0.398
fondeada,growth,2.0,400,5,600.0,,249.7865,,250.0,-1.0,780.975,0.2565,0.498,675.0,0.247,0.439
fondeada,growth,2.0,400,5,600.0,,249.7865,,250.0,2500.0,783.0,0.2015,0.4775,702.0,0.2035,0.433
fondeada,growth,2.0,400,5,1200.0,,249.8795,,250.0,-1.0,593.325,0.2085,0.389,609.525,0.2085,0.3915
fondeada,growth,2.0,400,5,1200.0,,249.8795,,250.0,2500.0,577.8,0.1955,0.377,609.525,0.1995,0.389
fondeada,growth,2.0,400,5,1000000000.0,,249.8795,,250.0,-1.0,529.2,0.195,0.3575,479.25,0.1935,0.324
fondeada,growth,2.0,400,5,1000000000.0,,249.8795,,250.0,2500.0,509.625,0.179,0.3425,467.1,0.1795,0.3135
fondeada,growth,2.0,600,1,300.0,,250.0,,250.0,-1.0,778.95,0.254,0.4935,842.4,0.2715,0.5315
fondeada,growth,2.0,600,1,300.0,,250.0,,250.0,2500.0,758.7,0.217,0.4705,801.225,0.23,0.4945
fondeada,growth,2.0,600,1,600.0,,250.0,,250.0,-1.0,778.95,0.254,0.4935,842.4,0.2715,0.5315
fondeada,growth,2.0,600,1,600.0,,250.0,,250.0,2500.0,758.7,0.217,0.4705,801.225,0.23,0.4945
fondeada,growth,2.0,600,1,1200.0,,250.0,,250.0,-1.0,778.95,0.254,0.4935,842.4,0.2715,0.5315
fondeada,growth,2.0,600,1,1200.0,,250.0,,250.0,2500.0,758.7,0.217,0.4705,801.225,0.23,0.4945
fondeada,growth,2.0,600,1,1000000000.0,,250.0,,250.0,-1.0,778.95,0.254,0.4935,842.4,0.2715,0.5315
fondeada,growth,2.0,600,1,1000000000.0,,250.0,,250.0,2500.0,758.7,0.217,0.4705,801.225,0.23,0.4945
fondeada,growth,2.0,600,2,300.0,,249.8795,,250.0,-1.0,784.35,0.2375,0.483,748.575,0.2685,0.4805
fondeada,growth,2.0,600,2,300.0,,249.8795,,250.0,2500.0,822.15,0.2095,0.489,729.0,0.224,0.4525
fondeada,growth,2.0,600,2,600.0,,249.8795,,250.0,-1.0,792.45,0.236,0.486,755.325,0.2695,0.484
fondeada,growth,2.0,600,2,600.0,,249.8795,,250.0,2500.0,819.45,0.2085,0.4875,742.5,0.228,0.4605
fondeada,growth,2.0,600,2,1200.0,,249.8815,,250.0,-1.0,552.15,0.176,0.3525,550.125,0.172,0.35
fondeada,growth,2.0,600,2,1200.0,,249.8815,,250.0,2500.0,548.775,0.1675,0.3485,535.95,0.162,0.3395
fondeada,growth,2.0,600,2,1000000000.0,,249.8815,,250.0,-1.0,552.15,0.176,0.3525,550.125,0.172,0.35
fondeada,growth,2.0,600,2,1000000000.0,,249.8815,,250.0,2500.0,548.775,0.1675,0.3485,535.95,0.162,0.3395
fondeada,growth,2.0,600,3,300.0,,249.882,,250.0,-1.0,765.45,0.2315,0.471,698.625,0.256,0.4505
fondeada,growth,2.0,600,3,300.0,,249.882,,250.0,2500.0,751.275,0.2035,0.453,641.925,0.2065,0.4015
fondeada,growth,2.0,600,3,600.0,,249.7605,,250.0,-1.0,725.625,0.21,0.444,623.7,0.222,0.4005
fondeada,growth,2.0,600,3,600.0,,249.7605,,250.0,2500.0,704.7,0.1925,0.4265,590.625,0.193,0.371
fondeada,growth,2.0,600,3,1200.0,,249.6425,,250.0,-1.0,483.3,0.155,0.3095,434.025,0.152,0.2805
fondeada,growth,2.0,600,3,1200.0,,249.6425,,250.0,2500.0,480.6,0.15,0.3065,432.675,0.151,0.2795
fondeada,growth,2.0,600,3,1000000000.0,,249.6425,,250.0,-1.0,436.725,0.1545,0.2895,353.025,0.14,0.2355
fondeada,growth,2.0,600,3,1000000000.0,,249.6425,,250.0,2500.0,433.35,0.1495,0.286,351.675,0.139,0.2345
fondeada,growth,2.0,600,5,300.0,,249.882,,250.0,-1.0,760.725,0.229,0.4685,714.15,0.2605,0.46
fondeada,growth,2.0,600,5,300.0,,249.882,,250.0,2500.0,738.45,0.201,0.447,679.05,0.2205,0.4235
fondeada,growth,2.0,600,5,600.0,,249.882,,250.0,-1.0,741.825,0.2125,0.4545,739.125,0.2325,0.457
fondeada,growth,2.0,600,5,600.0,,249.882,,250.0,2500.0,729.0,0.1955,0.441,716.175,0.208,0.434
fondeada,growth,2.0,600,5,1200.0,,249.764,,250.0,-1.0,486.675,0.1615,0.315,490.05,0.1515,0.3055
fondeada,growth,2.0,600,5,1200.0,,249.764,,250.0,2500.0,482.625,0.156,0.3115,488.7,0.1505,0.3045
fondeada,growth,2.0,600,5,1000000000.0,,249.8795,,250.0,-1.0,420.525,0.1555,0.284,394.875,0.1405,0.258
fondeada,growth,2.0,600,5,1000000000.0,,249.8795,,250.0,2500.0,414.45,0.1485,0.2785,392.175,0.1385,0.256
fondeada,growth,2.0,900,1,300.0,,250.0,,250.0,-1.0,648.675,0.18,0.396,735.75,0.19,0.441
fondeada,growth,2.0,900,1,300.0,,250.0,,250.0,2500.0,648.675,0.18,0.396,735.75,0.19,0.441
fondeada,growth,2.0,900,1,600.0,,250.0,,250.0,-1.0,648.675,0.18,0.396,735.75,0.19,0.441
fondeada,growth,2.0,900,1,600.0,,250.0,,250.0,2500.0,648.675,0.18,0.396,735.75,0.19,0.441
fondeada,growth,2.0,900,1,1200.0,,250.0,,250.0,-1.0,648.675,0.18,0.396,735.75,0.19,0.441
fondeada,growth,2.0,900,1,1200.0,,250.0,,250.0,2500.0,648.675,0.18,0.396,735.75,0.19,0.441
fondeada,growth,2.0,900,1,1000000000.0,,250.0,,250.0,-1.0,648.675,0.18,0.396,735.75,0.19,0.441
fondeada,growth,2.0,900,1,1000000000.0,,250.0,,250.0,2500.0,648.675,0.18,0.396,735.75,0.19,0.441
fondeada,growth,2.0,900,2,300.0,,249.8765,,250.0,-1.0,749.25,0.1755,0.4325,709.425,0.1895,0.422
fondeada,growth,2.0,900,2,300.0,,249.8765,,250.0,2500.0,749.25,0.1755,0.4325,709.425,0.1895,0.422
fondeada,growth,2.0,900,2,600.0,,249.8765,,250.0,-1.0,753.3,0.178,0.436,706.05,0.1875,0.4195
fondeada,growth,2.0,900,2,600.0,,249.8765,,250.0,2500.0,753.3,0.178,0.436,706.05,0.1875,0.4195
fondeada,growth,2.0,900,2,1200.0,,249.8765,,250.0,-1.0,733.725,0.172,0.4235,655.425,0.182,0.394
fondeada,growth,2.0,900,2,1200.0,,249.8765,,250.0,2500.0,733.725,0.172,0.4235,655.425,0.182,0.394
fondeada,growth,2.0,900,2,1000000000.0,,249.8765,,250.0,-1.0,453.6,0.1325,0.288,468.45,0.134,0.2945
fondeada,growth,2.0,900,2,1000000000.0,,249.8765,,250.0,2500.0,453.6,0.1325,0.288,468.45,0.134,0.2945
fondeada,growth,2.0,900,3,300.0,,249.8765,,250.0,-1.0,749.925,0.174,0.4315,653.4,0.1715,0.3865
fondeada,growth,2.0,900,3,300.0,,249.8765,,250.0,2500.0,749.925,0.174,0.4315,653.4,0.1715,0.3865
fondeada,growth,2.0,900,3,600.0,,249.7785,,250.0,-1.0,746.55,0.1755,0.431,645.3,0.1695,0.382
fondeada,growth,2.0,900,3,600.0,,249.7785,,250.0,2500.0,746.55,0.1755,0.431,645.3,0.1695,0.382
fondeada,growth,2.0,900,3,1200.0,,249.7785,,250.0,-1.0,699.3,0.1685,0.4085,483.3,0.1495,0.298
fondeada,growth,2.0,900,3,1200.0,,249.7785,,250.0,2500.0,699.3,0.1685,0.4085,483.3,0.1495,0.298
fondeada,growth,2.0,900,3,1000000000.0,,249.7785,,250.0,-1.0,351.675,0.119,0.2345,331.425,0.112,0.214
fondeada,growth,2.0,900,3,1000000000.0,,249.7785,,250.0,2500.0,351.675,0.119,0.2345,331.425,0.112,0.214
fondeada,growth,2.0,900,5,300.0,,249.8765,,250.0,-1.0,740.475,0.174,0.43,679.05,0.176,0.3985
fondeada,growth,2.0,900,5,300.0,,249.8765,,250.0,2500.0,740.475,0.174,0.43,679.05,0.176,0.3985
fondeada,growth,2.0,900,5,600.0,,249.7785,,250.0,-1.0,744.525,0.176,0.433,679.05,0.1765,0.399
fondeada,growth,2.0,900,5,600.0,,249.7785,,250.0,2500.0,744.525,0.176,0.433,679.05,0.1765,0.399
fondeada,growth,2.0,900,5,1200.0,,249.7785,,250.0,-1.0,655.425,0.169,0.391,550.125,0.1555,0.331
fondeada,growth,2.0,900,5,1200.0,,249.7785,,250.0,2500.0,655.425,0.169,0.391,550.125,0.1555,0.331
fondeada,growth,2.0,900,5,1000000000.0,,249.7785,,250.0,-1.0,330.75,0.115,0.221,361.8,0.1105,0.2285
fondeada,growth,2.0,900,5,1000000000.0,,249.7785,,250.0,2500.0,330.75,0.115,0.221,361.8,0.1105,0.2285
fondeada,select_flex,2.0,100,1,300.0,,250.0,,250.0,-1.0,436.424426617969,0.6055,1.354,312.81779423142683,0.496,1.024
fondeada,select_flex,2.0,100,1,600.0,,250.0,,250.0,-1.0,436.424426617969,0.6055,1.354,312.81779423142683,0.496,1.024
fondeada,select_flex,2.0,100,1,1200.0,,250.0,,250.0,-1.0,436.424426617969,0.6055,1.354,312.81779423142683,0.496,1.024
fondeada,select_flex,2.0,100,1,1000000000.0,,250.0,,250.0,-1.0,436.424426617969,0.6055,1.354,312.81779423142683,0.496,1.024
fondeada,select_flex,2.0,100,2,300.0,,249.9155,,250.0,-1.0,587.9618244387246,0.6785,1.5825,382.91782906560593,0.5275,1.083
fondeada,select_flex,2.0,100,2,600.0,,249.9155,,250.0,-1.0,587.9618244387246,0.6785,1.5825,382.91782906560593,0.5275,1.083
fondeada,select_flex,2.0,100,2,1200.0,,249.9155,,250.0,-1.0,587.9618244387246,0.6785,1.5825,382.91782906560593,0.5275,1.083
fondeada,select_flex,2.0,100,2,1000000000.0,,249.9155,,250.0,-1.0,587.9618244387246,0.6785,1.5825,382.91782906560593,0.5275,1.083
fondeada,select_flex,2.0,100,3,300.0,,250.0,,250.0,-1.0,673.0067463853742,0.7,1.8415,353.4108017425506,0.476,1.0355
fondeada,select_flex,2.0,100,3,600.0,,250.0,,250.0,-1.0,676.4014654060923,0.702,1.8475,341.6243219834649,0.471,1.008
fondeada,select_flex,2.0,100,3,1200.0,,250.0,,250.0,-1.0,676.4014654060923,0.702,1.8475,341.6243219834649,0.471,1.008
fondeada,select_flex,2.0,100,3,1000000000.0,,250.0,,250.0,-1.0,676.4014654060923,0.702,1.8475,341.6243219834649,0.471,1.008
fondeada,select_flex,2.0,100,5,300.0,,249.923,,250.0,-1.0,639.2775116746377,0.685,1.7455,489.1530048434582,0.5575,1.3335
fondeada,select_flex,2.0,100,5,600.0,,249.923,,250.0,-1.0,648.3356840797643,0.689,1.762,465.3400990625152,0.543,1.2775
fondeada,select_flex,2.0,100,5,1200.0,,249.923,,250.0,-1.0,648.3356840797643,0.689,1.762,465.3400990625152,0.543,1.2775
fondeada,select_flex,2.0,100,5,1000000000.0,,249.923,,250.0,-1.0,648.3356840797643,0.689,1.762,465.3400990625152,0.543,1.2775
fondeada,select_flex,2.0,150,1,300.0,,250.0,,250.0,-1.0,938.7907101026545,0.7205,2.7965,1097.2543483278178,0.751,3.2295
fondeada,select_flex,2.0,150,1,600.0,,250.0,,250.0,-1.0,938.7907101026545,0.7205,2.7965,1097.2543483278178,0.751,3.2295
fondeada,select_flex,2.0,150,1,1200.0,,250.0,,250.0,-1.0,938.7907101026545,0.7205,2.7965,1097.2543483278178,0.751,3.2295
fondeada,select_flex,2.0,150,1,1000000000.0,,250.0,,250.0,-1.0,938.7907101026545,0.7205,2.7965,1097.2543483278178,0.751,3.2295
fondeada,select_flex,2.0,150,2,300.0,,249.889,,250.0,-1.0,965.2776172525095,0.6885,2.1765,824.0917851783098,0.663,1.812
fondeada,select_flex,2.0,150,2,600.0,,249.889,,250.0,-1.0,965.2776172525095,0.6885,2.1765,824.0917851783098,0.663,1.812
fondeada,select_flex,2.0,150,2,1200.0,,249.889,,250.0,-1.0,965.2776172525095,0.6885,2.1765,824.0917851783098,0.663,1.812
fondeada,select_flex,2.0,150,2,1000000000.0,,249.889,,250.0,-1.0,965.2776172525095,0.6885,2.1765,824.0917851783098,0.663,1.812
fondeada,select_flex,2.0,150,3,300.0,,249.901,,250.0,-1.0,927.6348462141184,0.6865,2.0935,700.6719115581692,0.6035,1.559
fondeada,select_flex,2.0,150,3,600.0,,250.0,,250.0,-1.0,920.7185773211785,0.6845,2.0485,666.7258528827555,0.5975,1.515
fondeada,select_flex,2.0,150,3,1200.0,,250.0,,250.0,-1.0,920.7185773211785,0.6845,2.0485,666.7258528827555,0.5975,1.515
fondeada,select_flex,2.0,150,3,1000000000.0,,250.0,,250.0,-1.0,920.7185773211785,0.6845,2.0485,666.7258528827555,0.5975,1.515
fondeada,select_flex,2.0,150,5,300.0,,250.0,,250.0,-1.0,912.042983890945,0.6845,2.063,730.0151418735435,0.623,1.597
fondeada,select_flex,2.0,150,5,600.0,,250.0,,250.0,-1.0,916.86313792045,0.6785,2.04,685.8143516568455,0.6135,1.5275
fondeada,select_flex,2.0,150,5,1200.0,,250.0,,250.0,-1.0,918.8227736438897,0.68,2.042,677.681399664127,0.612,1.5145
fondeada,select_flex,2.0,150,5,1000000000.0,,250.0,,250.0,-1.0,918.8227736438897,0.68,2.042,677.681399664127,0.612,1.5145
fondeada,select_flex,2.0,250,1,300.0,,250.0,,250.0,-1.0,922.9141888423269,0.6735,1.85,896.4265856563912,0.671,1.834
fondeada,select_flex,2.0,250,1,600.0,,250.0,,250.0,-1.0,922.9141888423269,0.6735,1.85,896.4265856563912,0.671,1.834
fondeada,select_flex,2.0,250,1,1200.0,,250.0,,250.0,-1.0,922.9141888423269,0.6735,1.85,896.4265856563912,0.671,1.834
fondeada,select_flex,2.0,250,1,1000000000.0,,250.0,,250.0,-1.0,922.9141888423269,0.6735,1.85,896.4265856563912,0.671,1.834
fondeada,select_flex,2.0,250,2,300.0,,249.89,,250.0,-1.0,888.3244713079465,0.6635,1.674,945.5817073512493,0.676,1.766
fondeada,select_flex,2.0,250,2,600.0,,250.0,,250.0,-1.0,937.4183155564095,0.651,1.5535,901.2818201768436,0.6425,1.501
fondeada,select_flex,2.0,250,2,1200.0,,250.0,,250.0,-1.0,937.4183155564095,0.651,1.5535,901.2818201768436,0.6425,1.501
fondeada,select_flex,2.0,250,2,1000000000.0,,250.0,,250.0,-1.0,937.4183155564095,0.651,1.5535,901.2818201768436,0.6425,1.501
fondeada,select_flex,2.0,250,3,300.0,,249.7675,,250.0,-1.0,883.8781598602217,0.6435,1.502,772.0141987370432,0.606,1.292
fondeada,select_flex,2.0,250,3,600.0,,250.0,,250.0,-1.0,873.6017627213935,0.6075,1.2825,706.9326241776624,0.5525,1.0015
fondeada,select_flex,2.0,250,3,1200.0,,250.0,,250.0,-1.0,891.3905372594237,0.6105,1.292,692.3725844362745,0.5495,0.996
fondeada,select_flex,2.0,250,3,1000000000.0,,250.0,,250.0,-1.0,891.3905372594237,0.6105,1.292,692.3725844362745,0.5495,0.996
fondeada,select_flex,2.0,250,5,300.0,,249.6505,,250.0,-1.0,884.3225392267683,0.6425,1.506,801.3425622492391,0.609,1.3115
fondeada,select_flex,2.0,250,5,600.0,,249.883,,250.0,-1.0,855.041710149761,0.5995,1.2515,773.9679086306235,0.557,1.0635
fondeada,select_flex,2.0,250,5,1200.0,,249.883,,250.0,-1.0,864.0577796933446,0.5995,1.247,747.8007459795649,0.552,1.037
fondeada,select_flex,2.0,250,5,1000000000.0,,249.883,,250.0,-1.0,862.8391350684093,0.5995,1.247,740.309659183627,0.5515,1.0325
fondeada,select_flex,2.0,400,1,300.0,,250.0,,250.0,-1.0,829.4619178776235,0.522,0.9695,803.1841567276014,0.537,0.962
fondeada,select_flex,2.0,400,1,600.0,,250.0,,250.0,-1.0,829.4619178776235,0.522,0.9695,803.1841567276014,0.537,0.962
fondeada,select_flex,2.0,400,1,1200.0,,250.0,,250.0,-1.0,829.4619178776235,0.522,0.9695,803.1841567276014,0.537,0.962
fondeada,select_flex,2.0,400,1,1000000000.0,,250.0,,250.0,-1.0,829.4619178776235,0.522,0.9695,803.1841567276014,0.537,0.962
fondeada,select_flex,2.0,400,2,300.0,,249.89,,250.0,-1.0,827.7069672108465,0.52,0.964,821.8835712033485,0.536,0.9725
fondeada,select_flex,2.0,400,2,600.0,,250.0,,250.0,-1.0,819.8918580650992,0.5075,0.943,821.9126391515881,0.533,0.9515
fondeada,select_flex,2.0,400,2,1200.0,,249.8005,,250.0,-1.0,876.3956809725419,0.4855,0.896,868.2001342089285,0.5165,0.928
fondeada,select_flex,2.0,400,2,1000000000.0,,249.8005,,250.0,-1.0,876.3956809725419,0.4855,0.896,868.2001342089285,0.5165,0.928
fondeada,select_flex,2.0,400,3,300.0,,249.8855,,250.0,-1.0,824.4437612160671,0.489,0.866,696.8697058367035,0.46,0.745
fondeada,select_flex,2.0,400,3,600.0,,249.883,,250.0,-1.0,814.4472029883534,0.468,0.8175,736.9877200458594,0.43,0.7045
fondeada,select_flex,2.0,400,3,1200.0,,249.8795,,250.0,-1.0,838.005121776633,0.4275,0.7325,737.1523513570855,0.3825,0.5985
fondeada,select_flex,2.0,400,3,1000000000.0,,249.8795,,250.0,-1.0,865.9559945790074,0.429,0.749,704.0608102534176,0.38,0.5845
fondeada,select_flex,2.0,400,5,300.0,,249.8855,,250.0,-1.0,833.0238163112436,0.4915,0.8665,728.7750418905988,0.4595,0.7585
fondeada,select_flex,2.0,400,5,600.0,,249.883,,250.0,-1.0,820.7866566308176,0.467,0.8155,771.5804414227997,0.4285,0.724
fondeada,select_flex,2.0,400,5,1200.0,,249.8795,,250.0,-1.0,829.8984996750658,0.4235,0.7205,828.3470494158678,0.389,0.6555
fondeada,select_flex,2.0,400,5,1000000000.0,,249.8795,,250.0,-1.0,873.5535414380049,0.4265,0.75,797.8611356114502,0.3855,0.6445
fondeada,select_flex,2.0,600,1,300.0,,250.0,,250.0,-1.0,833.3720055888389,0.3575,0.606,898.9544283663936,0.3735,0.644
fondeada,select_flex,2.0,600,1,600.0,,250.0,,250.0,-1.0,833.3720055888389,0.3575,0.606,898.9544283663936,0.3735,0.644
fondeada,select_flex,2.0,600,1,1200.0,,250.0,,250.0,-1.0,833.3720055888389,0.3575,0.606,898.9544283663936,0.3735,0.644
fondeada,select_flex,2.0,600,1,1000000000.0,,250.0,,250.0,-1.0,833.3720055888389,0.3575,0.606,898.9544283663936,0.3735,0.644
fondeada,select_flex,2.0,600,2,300.0,,250.0,,250.0,-1.0,804.8230816610633,0.32,0.555,859.5942329192018,0.353,0.6045
fondeada,select_flex,2.0,600,2,600.0,,250.0,,250.0,-1.0,817.9469267712739,0.3165,0.555,872.4763872659008,0.3515,0.6035
fondeada,select_flex,2.0,600,2,1200.0,,250.0,,250.0,-1.0,946.8587525832504,0.322,0.5995,927.5089183433296,0.3365,0.6035
fondeada,select_flex,2.0,600,2,1000000000.0,,250.0,,250.0,-1.0,946.8587525832504,0.322,0.5995,927.5089183433296,0.3365,0.6035
fondeada,select_flex,2.0,600,3,300.0,,249.8805,,250.0,-1.0,817.7975121377912,0.309,0.546,781.1500850540754,0.3075,0.5145
fondeada,select_flex,2.0,600,3,600.0,,250.0,,250.0,-1.0,834.8935838311728,0.2875,0.511,772.5238516060862,0.2695,0.4625
fondeada,select_flex,2.0,600,3,1200.0,,249.8795,,250.0,-1.0,874.4255954320465,0.2615,0.497,865.5595668572143,0.238,0.4625
fondeada,select_flex,2.0,600,3,1000000000.0,,249.765,,250.0,-1.0,904.510990769858,0.2625,0.5065,818.4753266247374,0.236,0.442
fondeada,select_flex,2.0,600,5,300.0,,249.8805,,250.0,-1.0,816.6362726908023,0.3065,0.5425,810.8750308107019,0.305,0.5195
fondeada,select_flex,2.0,600,5,600.0,,250.0,,250.0,-1.0,860.7093414681063,0.2885,0.526,832.565824092631,0.27,0.488
fondeada,select_flex,2.0,600,5,1200.0,,249.8795,,250.0,-1.0,885.9577741775792,0.2675,0.5015,888.5262629878606,0.2445,0.477
fondeada,select_flex,2.0,600,5,1000000000.0,,249.765,,250.0,-1.0,905.1509315120902,0.2675,0.511,835.012682454958,0.241,0.4525
fondeada,select_flex,2.0,900,1,300.0,,250.0,,250.0,-1.0,938.6573992123197,0.228,0.482,948.0610372396314,0.246,0.4915
fondeada,select_flex,2.0,900,1,600.0,,250.0,,250.0,-1.0,938.6573992123197,0.228,0.482,948.0610372396314,0.246,0.4915
fondeada,select_flex,2.0,900,1,1200.0,,250.0,,250.0,-1.0,938.6573992123197,0.228,0.482,948.0610372396314,0.246,0.4915
